faculty_id,rank,hire_date,department,salary,employment_status,tenure_status,research_focus
FAC_00000281,Assistant Professor,2010-09-11,Department of Chemistry,82697,Active,Tenure-Track,Statistics
FAC_00000282,Assistant Professor,2017-03-01,Department of Physics,85063,Active,Tenure-Track,Mathematics
FAC_00000283,Associate Professor,2014-11-03,Department of Geological Sciences,135758,Active,Tenured,Mathematics
FAC_00000284,Associate Professor,2010-04-25,Department of Statistics,131660,Active,Tenured,Neuroscience
FAC_00000285,Adjunct,2016-07-06,Department of Biology,62837,Active,Non-Tenure-Track,Biology
FAC_00000286,Assistant Professor,2015-07-22,Department of Astronomy,110951,Active,Tenure-Track,Mathematics
FAC_00000287,Assistant Professor,2010-01-17,Department of Biology,91277,Active,Tenure-Track,Statistics
FAC_00000288,Associate Professor,2013-05-22,Department of Astronomy,154645,Active,Tenured,Astronomy
FAC_00000289,Associate Professor,2020-07-08,Marine Science Institute,101990,Active,Tenured,Geology
FAC_00000290,Full Professor,2018-10-27,Department of Biology,269197,Active,Tenured,Physics
FAC_00000291,Assistant Professor,2007-12-16,Department of Geological Sciences,101577,Active,Tenure-Track,Statistics
FAC_00000292,Assistant Professor,2019-11-12,Department of Astronomy,117442,Active,Tenure-Track,Neuroscience
FAC_00000293,Assistant Professor,2003-07-03,Department of Astronomy,71442,Active,Tenure-Track,Biology
FAC_00000294,Associate Professor,2016-06-24,Department of Biology,142792,Active,Tenure-Track,Environmental Science
FAC_00000295,Adjunct,2021-05-26,Department of Biology,51563,Active,Non-Tenure-Track,Neuroscience
FAC_00000296,Full Professor,2010-08-02,Marine Science Institute,219089,Active,Tenured,Physics
FAC_00000297,Associate Professor,2015-06-11,Department of Physics,133894,On Leave,Tenured,Chemistry
FAC_00000298,Full Professor,2021-05-19,Department of Physics,249016,Active,Tenured,Chemistry
FAC_00000299,Associate Professor,2018-02-26,Department of Physics,128245,Active,Tenured,Biology
FAC_00000300,Full Professor,2004-03-21,Department of Geological Sciences,156928,Active,Tenured,Geology
FAC_00000301,Assistant Professor,2013-11-03,Department of Mathematics,110522,Active,Tenure-Track,Chemistry
FAC_00000302,Associate Professor,2024-06-03,Department of Astronomy,152626,Active,Tenured,Chemistry
FAC_00000303,Lecturer,2008-07-24,Marine Science Institute,60052,Active,Non-Tenure-Track,Geology
FAC_00000304,Lecturer,2009-05-03,Department of Geological Sciences,67879,On Leave,Non-Tenure-Track,Geology
FAC_00000305,Lecturer,2000-02-19,Department of Geological Sciences,85170,Active,Non-Tenure-Track,Physics
FAC_00000306,Assistant Professor,2017-11-11,Department of Physics,99791,Active,Tenure-Track,Chemistry
FAC_00000307,Associate Professor,2021-06-14,Department of Statistics,134438,Active,Tenured,Geology
FAC_00000308,Assistant Professor,2017-05-01,Department of Statistics,107294,Active,Tenure-Track,Chemistry
FAC_00000309,Associate Professor,2004-10-22,Department of Geological Sciences,121555,Active,Tenured,Environmental Science
FAC_00000310,Assistant Professor,2024-02-19,Department of Physics,98642,Active,Tenure-Track,Biology
FAC_00000311,Assistant Professor,2010-12-13,Marine Science Institute,75824,Active,Tenure-Track,Environmental Science
FAC_00000312,Assistant Professor,2021-10-07,Department of Physics,103717,Active,Tenure-Track,Marine Science
FAC_00000313,Assistant Professor,2020-10-11,Department of Physics,85831,Active,Tenure-Track,Chemistry
FAC_00000314,Associate Professor,2013-08-18,Department of Statistics,158816,Active,Tenured,Statistics
FAC_00000315,Assistant Professor,2001-08-12,Department of Physics,102029,Active,Tenure-Track,Physics
FAC_00000316,Associate Professor,2022-03-02,Marine Science Institute,96135,Active,Tenured,Astronomy
FAC_00000317,Assistant Professor,2011-08-26,Department of Statistics,101589,Active,Tenure-Track,Astronomy
FAC_00000318,Assistant Professor,2017-01-26,Marine Science Institute,112227,Active,Tenure-Track,Astronomy
FAC_00000319,Associate Professor,2010-03-01,Department of Astronomy,99425,Active,Tenured,Geology
FAC_00000320,Full Professor,2002-05-06,Marine Science Institute,182258,Active,Tenured,Geology
FAC_00000321,Adjunct,2023-07-06,Department of Geological Sciences,62523,Active,Non-Tenure-Track,Neuroscience
FAC_00000322,Full Professor,2008-11-01,Marine Science Institute,178659,On Leave,Tenured,Marine Science
FAC_00000323,Full Professor,2020-02-20,Department of Physics,171860,Active,Tenured,Physics
FAC_00000324,Full Professor,2024-11-16,Marine Science Institute,136876,Active,Tenured,Physics
FAC_00000325,Full Professor,2019-02-05,Department of Chemistry,212781,Active,Tenured,Neuroscience
FAC_00000326,Full Professor,2020-12-22,Department of Astronomy,141590,Active,Tenured,Chemistry
FAC_00000327,Assistant Professor,2015-02-05,Department of Chemistry,118279,Active,Tenure-Track,Environmental Science
FAC_00000328,Assistant Professor,2012-05-03,Department of Geological Sciences,87884,Active,Tenure-Track,Neuroscience
FAC_00000329,Associate Professor,2005-04-19,Marine Science Institute,113650,Active,Tenured,Biology
FAC_00000330,Full Professor,2016-04-25,Department of Geological Sciences,166674,Active,Tenured,Statistics
FAC_00000331,Associate Professor,2022-12-14,Department of Chemistry,159556,Active,Tenured,Mathematics
FAC_00000332,Full Professor,2000-10-13,Department of Statistics,219937,Active,Tenured,Neuroscience
FAC_00000333,Full Professor,2000-08-18,Department of Geological Sciences,175049,Active,Tenured,Geology
FAC_00000334,Full Professor,2013-10-21,Department of Statistics,218125,Active,Tenured,Statistics
FAC_00000335,Associate Professor,2023-08-13,Department of Statistics,119602,Active,Tenured,Physics
FAC_00000336,Full Professor,2013-01-19,Department of Statistics,243458,Active,Tenured,Geology
FAC_00000337,Associate Professor,2017-09-16,Department of Statistics,139049,Active,Tenured,Marine Science
FAC_00000338,Assistant Professor,2023-04-03,Department of Biology,109425,Active,Tenure-Track,Geology
FAC_00000339,Full Professor,2012-03-14,Department of Physics,212996,Active,Tenured,Astronomy
FAC_00000340,Adjunct,2014-08-16,Marine Science Institute,56564,Active,Non-Tenure-Track,Physics
FAC_00000341,Associate Professor,2012-04-03,Department of Physics,97979,Active,Tenured,Environmental Science
FAC_00000342,Full Professor,2014-10-25,Department of Mathematics,170429,Active,Tenured,Astronomy
FAC_00000343,Associate Professor,2018-03-05,Department of Statistics,98615,Active,Tenured,Astronomy
FAC_00000344,Assistant Professor,2001-08-21,Department of Chemistry,116399,Active,Tenure-Track,Mathematics
FAC_00000345,Associate Professor,2023-07-22,Department of Biology,142759,Active,Tenured,Mathematics
FAC_00000346,Assistant Professor,2008-01-15,Department of Geological Sciences,93968,Active,Tenure-Track,Statistics
FAC_00000347,Associate Professor,2000-06-23,Department of Statistics,129636,Active,Tenured,Statistics
FAC_00000348,Assistant Professor,2014-10-17,Department of Mathematics,70935,Active,Tenure-Track,Physics
FAC_00000349,Assistant Professor,2016-09-20,Department of Physics,99174,Active,Tenure-Track,Geology
FAC_00000350,Assistant Professor,2017-08-21,Department of Statistics,89097,Active,Tenure-Track,Mathematics
FAC_00000351,Assistant Professor,2019-09-14,Department of Chemistry,85012,Active,Tenure-Track,Marine Science
FAC_00000352,Associate Professor,2023-06-08,Department of Chemistry,149463,Active,Tenured,Marine Science
FAC_00000353,Associate Professor,2014-11-07,Department of Biology,156477,Active,Tenure-Track,Marine Science
FAC_00000354,Assistant Professor,2019-11-22,Department of Physics,70970,Active,Tenure-Track,Mathematics
FAC_00000355,Lecturer,2004-10-23,Department of Statistics,67160,Active,Non-Tenure-Track,Marine Science
FAC_00000356,Associate Professor,2017-12-10,Department of Biology,143801,Active,Tenure-Track,Environmental Science
FAC_00000357,Associate Professor,2009-04-04,Department of Chemistry,152037,Active,Tenure-Track,Biology
FAC_00000358,Associate Professor,2004-10-03,Department of Statistics,152815,Active,Tenured,Mathematics
FAC_00000359,Assistant Professor,2002-11-25,Department of Physics,116087,On Leave,Tenure-Track,Geology
FAC_00000360,Assistant Professor,2004-07-11,Department of Chemistry,76233,Active,Tenure-Track,Astronomy
FAC_00000361,Lecturer,2023-05-07,Department of Biology,59477,Active,Non-Tenure-Track,Physics
FAC_00000362,Assistant Professor,2000-01-17,Department of Astronomy,82647,On Leave,Tenure-Track,Statistics
FAC_00000363,Assistant Professor,2001-11-24,Department of Biology,76056,Active,Tenure-Track,Environmental Science
FAC_00000364,Full Professor,2015-10-21,Department of Mathematics,236627,Active,Tenured,Statistics
FAC_00000365,Assistant Professor,2006-06-06,Department of Mathematics,91707,Active,Tenure-Track,Environmental Science
FAC_00000366,Associate Professor,2024-04-04,Department of Astronomy,104758,Active,Tenured,Mathematics
FAC_00000367,Adjunct,2016-03-02,Department of Biology,45329,Active,Non-Tenure-Track,Statistics
FAC_00000368,Full Professor,2003-03-04,Department of Chemistry,134432,Active,Tenured,Astronomy
FAC_00000369,Full Professor,2012-10-03,Department of Physics,157991,Active,Tenured,Environmental Science
FAC_00000370,Assistant Professor,2024-06-27,Marine Science Institute,99098,Active,Tenure-Track,Mathematics
FAC_00000371,Lecturer,2001-01-25,Department of Geological Sciences,69377,Active,Non-Tenure-Track,Chemistry
FAC_00000372,Full Professor,2000-06-16,Marine Science Institute,136558,Active,Tenured,Neuroscience
FAC_00000373,Associate Professor,2018-07-09,Department of Astronomy,136375,Active,Tenured,Neuroscience
FAC_00000374,Assistant Professor,2024-05-19,Department of Geological Sciences,106707,Active,Tenure-Track,Geology
FAC_00000375,Assistant Professor,2015-11-15,Department of Astronomy,99800,Active,Tenure-Track,Mathematics
FAC_00000376,Associate Professor,2000-05-16,Department of Chemistry,100169,Active,Tenured,Marine Science
FAC_00000377,Associate Professor,2008-01-23,Department of Physics,156890,Active,Tenured,Physics
FAC_00000378,Full Professor,2003-01-01,Department of Chemistry,172068,Active,Tenured,Marine Science
FAC_00000379,Assistant Professor,2020-03-14,Department of Geological Sciences,92026,Active,Tenure-Track,Mathematics
FAC_00000380,Associate Professor,2011-09-15,Department of Physics,141584,Active,Tenured,Geology
FAC_00000381,Assistant Professor,2000-07-10,Department of Chemistry,98693,Active,Tenure-Track,Marine Science
FAC_00000382,Full Professor,2015-05-18,Department of Chemistry,180230,Active,Tenured,Statistics
FAC_00000383,Assistant Professor,2021-11-25,Marine Science Institute,76430,Active,Tenure-Track,Statistics
FAC_00000384,Assistant Professor,2015-07-16,Marine Science Institute,105242,Active,Tenure-Track,Biology
FAC_00000385,Assistant Professor,2007-07-10,Marine Science Institute,78109,Active,Tenure-Track,Astronomy
FAC_00000386,Full Professor,2017-10-15,Department of Biology,181638,Active,Tenured,Physics
FAC_00000387,Adjunct,2001-10-15,Department of Astronomy,36940,Active,Non-Tenure-Track,Physics
FAC_00000388,Associate Professor,2011-05-03,Department of Physics,100953,Active,Tenured,Mathematics
FAC_00000389,Full Professor,2009-07-27,Department of Statistics,220930,Active,Tenured,Neuroscience
FAC_00000390,Assistant Professor,2016-04-13,Department of Astronomy,97638,Active,Tenure-Track,Mathematics
FAC_00000391,Associate Professor,2024-06-14,Department of Statistics,120356,Active,Tenure-Track,Physics
FAC_00000392,Full Professor,2023-12-02,Department of Astronomy,261943,Active,Tenured,Neuroscience
FAC_00000393,Full Professor,2000-05-28,Department of Statistics,244097,Active,Tenured,Biology
FAC_00000394,Lecturer,2005-06-02,Department of Astronomy,88531,Active,Non-Tenure-Track,Chemistry
FAC_00000395,Assistant Professor,2020-01-14,Department of Geological Sciences,115267,Active,Tenure-Track,Statistics
FAC_00000396,Associate Professor,2002-04-12,Marine Science Institute,159009,Active,Tenure-Track,Chemistry
FAC_00000397,Associate Professor,2001-06-23,Department of Statistics,107011,Active,Tenured,Astronomy
FAC_00000398,Associate Professor,2020-04-16,Department of Geological Sciences,96717,Active,Tenure-Track,Marine Science
FAC_00000399,Assistant Professor,2010-04-02,Department of Statistics,100920,Active,Tenure-Track,Marine Science
FAC_00000400,Full Professor,2011-10-24,Department of Mathematics,220199,Active,Tenured,Marine Science
FAC_00000401,Full Professor,2024-07-09,Department of Biology,233088,Active,Tenured,Environmental Science
FAC_00000402,Assistant Professor,2018-10-14,Marine Science Institute,98849,Active,Tenure-Track,Mathematics
FAC_00000403,Adjunct,2020-10-06,Marine Science Institute,52990,Active,Non-Tenure-Track,Environmental Science
FAC_00000404,Assistant Professor,2019-08-15,Department of Chemistry,110126,Active,Tenure-Track,Biology
FAC_00000405,Lecturer,2012-02-04,Department of Astronomy,81596,Active,Non-Tenure-Track,Biology
FAC_00000406,Full Professor,2007-11-19,Department of Statistics,205143,Active,Tenured,Geology
FAC_00000407,Adjunct,2008-11-12,Department of Astronomy,42813,Active,Non-Tenure-Track,Neuroscience
FAC_00000408,Assistant Professor,2013-03-19,Department of Physics,72120,Active,Tenure-Track,Mathematics
FAC_00000409,Adjunct,2012-12-13,Department of Statistics,59034,Active,Non-Tenure-Track,Physics
FAC_00000410,Associate Professor,2023-04-11,Department of Statistics,158639,Active,Tenured,Physics
FAC_00000411,Assistant Professor,2018-04-02,Department of Chemistry,112794,Active,Tenure-Track,Biology
FAC_00000412,Associate Professor,2008-12-12,Department of Geological Sciences,122322,Active,Tenured,Biology
FAC_00000413,Full Professor,2005-10-15,Department of Geological Sciences,198542,Active,Tenured,Chemistry
FAC_00000414,Assistant Professor,2004-12-01,Department of Chemistry,93155,Active,Tenure-Track,Astronomy
FAC_00000415,Adjunct,2012-03-12,Department of Astronomy,43147,Active,Non-Tenure-Track,Chemistry
FAC_00000416,Associate Professor,2001-06-04,Department of Physics,111497,Active,Tenured,Chemistry
FAC_00000417,Assistant Professor,2019-03-17,Department of Astronomy,114751,Active,Tenure-Track,Chemistry
FAC_00000418,Associate Professor,2012-03-15,Department of Geological Sciences,147042,Active,Tenured,Marine Science
FAC_00000419,Assistant Professor,2024-07-22,Marine Science Institute,83218,Active,Tenure-Track,Statistics
FAC_00000420,Full Professor,2000-04-14,Department of Biology,219596,On Leave,Tenured,Environmental Science
FAC_00000421,Adjunct,2013-05-08,Department of Statistics,40290,Active,Non-Tenure-Track,Chemistry
FAC_00000422,Full Professor,2016-02-28,Department of Chemistry,133986,Active,Tenured,Mathematics
FAC_00000423,Associate Professor,2020-06-20,Marine Science Institute,99671,Active,Tenured,Statistics
FAC_00000424,Lecturer,2003-05-17,Department of Statistics,71263,Active,Non-Tenure-Track,Neuroscience
FAC_00000425,Associate Professor,2022-10-28,Department of Statistics,136895,Active,Tenured,Mathematics
FAC_00000426,Assistant Professor,2015-09-27,Department of Physics,91382,On Leave,Tenure-Track,Environmental Science
FAC_00000427,Assistant Professor,2017-10-25,Department of Chemistry,91913,Active,Tenure-Track,Mathematics
FAC_00000428,Assistant Professor,2010-06-20,Department of Chemistry,92834,Active,Tenure-Track,Statistics
FAC_00000429,Adjunct,2023-07-12,Department of Chemistry,62241,Active,Non-Tenure-Track,Geology
FAC_00000430,Lecturer,2008-05-14,Department of Mathematics,75922,Active,Non-Tenure-Track,Mathematics
FAC_00000431,Associate Professor,2014-11-14,Department of Physics,95926,Active,Tenured,Marine Science
FAC_00000432,Associate Professor,2023-04-10,Department of Biology,112231,On Leave,Tenured,Mathematics
FAC_00000433,Lecturer,2022-06-25,Department of Chemistry,59370,Active,Non-Tenure-Track,Chemistry
FAC_00000434,Lecturer,2010-05-28,Department of Statistics,61590,Active,Non-Tenure-Track,Marine Science
FAC_00000435,Assistant Professor,2019-05-24,Department of Astronomy,98166,Active,Tenure-Track,Astronomy
FAC_00000436,Associate Professor,2005-04-10,Department of Chemistry,103365,Active,Tenured,Marine Science
FAC_00000437,Associate Professor,2020-12-09,Department of Physics,119834,Active,Tenured,Geology
FAC_00000438,Assistant Professor,2023-02-26,Marine Science Institute,104892,Active,Tenure-Track,Mathematics
FAC_00000439,Assistant Professor,2022-05-20,Department of Mathematics,94547,Active,Tenure-Track,Environmental Science
FAC_00000440,Assistant Professor,2022-02-13,Department of Statistics,82534,Active,Tenure-Track,Environmental Science
FAC_00000441,Assistant Professor,2015-10-20,Department of Mathematics,76000,Active,Tenure-Track,Marine Science
FAC_00000442,Associate Professor,2022-10-08,Department of Statistics,143133,Active,Tenure-Track,Neuroscience
FAC_00000443,Full Professor,2015-10-08,Department of Physics,263577,Active,Tenured,Astronomy
FAC_00000444,Associate Professor,2013-12-28,Department of Statistics,130187,Active,Tenure-Track,Geology
FAC_00000445,Full Professor,2011-05-09,Department of Biology,219237,Active,Tenured,Statistics
FAC_00000446,Associate Professor,2008-10-15,Department of Geological Sciences,117285,Active,Tenured,Neuroscience
FAC_00000447,Lecturer,2013-05-08,Marine Science Institute,82706,Active,Non-Tenure-Track,Geology
FAC_00000448,Assistant Professor,2018-10-09,Department of Physics,95027,Active,Tenure-Track,Geology
FAC_00000449,Associate Professor,2007-07-09,Department of Statistics,108968,Active,Tenured,Marine Science
FAC_00000450,Assistant Professor,2010-01-17,Department of Chemistry,107846,Active,Tenure-Track,Geology
FAC_00000451,Associate Professor,2007-11-27,Department of Geological Sciences,133919,Active,Tenure-Track,Geology
FAC_00000452,Associate Professor,2021-11-23,Department of Biology,144873,Active,Tenured,Chemistry
FAC_00000453,Associate Professor,2021-09-06,Department of Physics,115721,Active,Tenure-Track,Biology
FAC_00000454,Associate Professor,2003-03-08,Department of Chemistry,102541,Active,Tenured,Mathematics
FAC_00000455,Assistant Professor,2014-01-19,Department of Mathematics,89991,Active,Tenure-Track,Mathematics
FAC_00000456,Associate Professor,2005-06-17,Marine Science Institute,114824,Active,Tenured,Geology
FAC_00000457,Assistant Professor,2010-07-05,Department of Biology,105269,Active,Tenure-Track,Chemistry
FAC_00000458,Adjunct,2009-10-24,Department of Astronomy,56771,On Leave,Non-Tenure-Track,Geology
FAC_00000459,Associate Professor,2012-08-24,Department of Statistics,140092,Active,Tenured,Chemistry
FAC_00000460,Associate Professor,2024-04-19,Marine Science Institute,105008,Active,Tenured,Environmental Science
FAC_00000461,Lecturer,2005-11-27,Department of Chemistry,65780,On Leave,Non-Tenure-Track,Chemistry
FAC_00000462,Assistant Professor,2010-09-21,Department of Biology,89836,Active,Tenure-Track,Physics
FAC_00000463,Assistant Professor,2012-09-19,Department of Mathematics,72373,Active,Tenure-Track,Environmental Science
FAC_00000464,Associate Professor,2003-05-04,Department of Mathematics,127001,Active,Tenured,Marine Science
FAC_00000465,Assistant Professor,2014-04-06,Department of Geological Sciences,75277,Active,Tenure-Track,Neuroscience
FAC_00000466,Assistant Professor,2015-02-01,Department of Chemistry,87981,Active,Tenure-Track,Statistics
FAC_00000467,Associate Professor,2015-10-15,Marine Science Institute,116979,Active,Tenure-Track,Environmental Science
FAC_00000468,Lecturer,2024-03-02,Department of Statistics,59217,Active,Non-Tenure-Track,Astronomy
FAC_00000469,Associate Professor,2007-12-06,Marine Science Institute,142682,Active,Tenured,Astronomy
FAC_00000470,Associate Professor,2000-02-28,Department of Biology,127837,Active,Tenured,Environmental Science
FAC_00000471,Full Professor,2004-08-25,Marine Science Institute,171780,Active,Tenured,Environmental Science
FAC_00000472,Assistant Professor,2011-01-16,Marine Science Institute,108573,Active,Tenure-Track,Mathematics
FAC_00000473,Associate Professor,2012-06-10,Department of Astronomy,109669,Active,Tenured,Environmental Science
FAC_00000474,Assistant Professor,2022-09-12,Department of Physics,85351,Active,Tenure-Track,Astronomy
FAC_00000475,Full Professor,2002-04-10,Department of Biology,196180,Active,Tenured,Marine Science
FAC_00000476,Assistant Professor,2005-11-23,Department of Mathematics,87125,On Leave,Tenure-Track,Biology
FAC_00000477,Adjunct,2005-07-12,Department of Physics,56228,Active,Non-Tenure-Track,Chemistry
FAC_00000478,Associate Professor,2022-06-16,Department of Physics,109816,Active,Tenured,Marine Science
FAC_00000479,Full Professor,2003-10-05,Department of Physics,257873,Active,Tenured,Marine Science
FAC_00000480,Associate Professor,2019-03-02,Department of Mathematics,100373,Active,Tenured,Marine Science
FAC_00000481,Full Professor,2007-04-01,Department of Physics,247932,Active,Tenured,Neuroscience
FAC_00000482,Assistant Professor,2004-01-10,Department of Statistics,115658,Active,Tenure-Track,Geology
FAC_00000483,Associate Professor,2018-05-19,Department of Astronomy,124290,On Leave,Tenured,Mathematics
FAC_00000484,Assistant Professor,2013-07-28,Marine Science Institute,87773,Active,Tenure-Track,Statistics
FAC_00000485,Assistant Professor,2007-05-13,Marine Science Institute,83547,Active,Tenure-Track,Astronomy
FAC_00000486,Assistant Professor,2008-02-05,Department of Mathematics,84144,Active,Tenure-Track,Astronomy
FAC_00000487,Assistant Professor,2004-12-20,Department of Biology,103845,Active,Tenure-Track,Geology
FAC_00000488,Assistant Professor,2005-04-19,Department of Physics,91497,Active,Tenure-Track,Physics
FAC_00000489,Lecturer,2018-01-27,Marine Science Institute,60996,Active,Non-Tenure-Track,Statistics
FAC_00000490,Lecturer,2015-01-05,Department of Biology,55399,Active,Non-Tenure-Track,Geology
FAC_00000491,Assistant Professor,2008-12-28,Department of Mathematics,96210,Active,Tenure-Track,Neuroscience
FAC_00000492,Full Professor,2015-06-04,Department of Astronomy,204885,Active,Tenured,Marine Science
FAC_00000493,Assistant Professor,2002-03-25,Department of Astronomy,114205,Active,Tenure-Track,Physics
FAC_00000494,Associate Professor,2020-02-07,Department of Chemistry,154696,Active,Tenured,Environmental Science
FAC_00000495,Adjunct,2009-12-28,Department of Geological Sciences,58891,Active,Non-Tenure-Track,Mathematics
FAC_00000496,Assistant Professor,2018-08-11,Marine Science Institute,75369,Active,Tenure-Track,Neuroscience
FAC_00000497,Associate Professor,2015-07-28,Department of Chemistry,149115,Active,Tenured,Physics
FAC_00000498,Lecturer,2018-06-17,Department of Mathematics,59881,Active,Non-Tenure-Track,Astronomy
FAC_00000499,Full Professor,2014-12-20,Department of Astronomy,204822,Active,Tenured,Mathematics
FAC_00000500,Full Professor,2005-07-07,Department of Geological Sciences,238042,Active,Tenured,Neuroscience
FAC_00000501,Full Professor,2008-06-19,Department of Chemistry,158480,Active,Tenured,Environmental Science
FAC_00000502,Associate Professor,2008-06-21,Department of Physics,155747,Active,Tenured,Mathematics
FAC_00000503,Assistant Professor,2009-11-27,Marine Science Institute,93930,Active,Tenure-Track,Geology
FAC_00000504,Full Professor,2002-08-01,Department of Astronomy,246853,Active,Tenured,Neuroscience
FAC_00000505,Adjunct,2006-09-14,Department of Physics,54963,Active,Non-Tenure-Track,Biology
FAC_00000506,Associate Professor,2003-02-19,Department of Statistics,155104,Active,Tenure-Track,Chemistry
FAC_00000507,Full Professor,2017-10-07,Department of Mathematics,228497,Active,Tenured,Biology
FAC_00000508,Full Professor,2021-02-09,Department of Physics,209778,Active,Tenured,Environmental Science
FAC_00000509,Assistant Professor,2011-12-12,Department of Statistics,118804,Active,Tenure-Track,Neuroscience
FAC_00000510,Associate Professor,2016-09-10,Department of Statistics,138207,On Leave,Tenured,Marine Science
FAC_00000511,Assistant Professor,2000-04-09,Marine Science Institute,107256,Active,Tenure-Track,Physics
FAC_00000512,Adjunct,2011-12-11,Department of Astronomy,35387,Active,Non-Tenure-Track,Geology
FAC_00000513,Assistant Professor,2019-07-13,Department of Mathematics,109311,Active,Tenure-Track,Environmental Science
FAC_00000514,Lecturer,2002-04-03,Department of Chemistry,50273,Active,Non-Tenure-Track,Environmental Science
FAC_00000515,Adjunct,2004-02-08,Department of Biology,45781,Active,Non-Tenure-Track,Neuroscience
FAC_00000516,Associate Professor,2021-09-18,Department of Astronomy,151232,Active,Tenured,Statistics
FAC_00000517,Associate Professor,2019-06-02,Department of Mathematics,135658,Active,Tenured,Geology
FAC_00000518,Adjunct,2024-04-10,Department of Statistics,59882,Active,Non-Tenure-Track,Marine Science
FAC_00000519,Lecturer,2009-03-07,Marine Science Institute,57385,On Leave,Non-Tenure-Track,Mathematics
FAC_00000520,Associate Professor,2010-07-06,Department of Mathematics,119770,Active,Tenured,Geology
FAC_00000521,Associate Professor,2001-11-24,Department of Astronomy,104201,Active,Tenured,Neuroscience
FAC_00000522,Lecturer,2020-03-02,Department of Biology,74639,Active,Non-Tenure-Track,Astronomy
FAC_00000523,Lecturer,2000-04-07,Department of Geological Sciences,65539,Active,Non-Tenure-Track,Geology
FAC_00000524,Assistant Professor,2010-05-15,Department of Mathematics,95783,Active,Tenure-Track,Physics
FAC_00000525,Associate Professor,2012-05-06,Marine Science Institute,129564,Active,Tenured,Astronomy
FAC_00000526,Assistant Professor,2020-05-14,Department of Physics,102396,Active,Tenure-Track,Astronomy
FAC_00000527,Assistant Professor,2015-04-21,Department of Statistics,111122,Active,Tenure-Track,Neuroscience
FAC_00000528,Assistant Professor,2000-02-01,Marine Science Institute,76841,Active,Tenure-Track,Neuroscience
FAC_00000529,Full Professor,2019-05-08,Marine Science Institute,200439,Active,Tenured,Astronomy
FAC_00000530,Assistant Professor,2019-11-15,Department of Statistics,118261,Active,Tenure-Track,Astronomy
FAC_00000531,Full Professor,2009-12-19,Department of Biology,192583,Active,Tenured,Physics
FAC_00000532,Full Professor,2021-07-17,Department of Mathematics,269353,On Leave,Tenured,Environmental Science
FAC_00000533,Associate Professor,2008-12-23,Department of Mathematics,159514,Active,Tenured,Environmental Science
FAC_00000534,Associate Professor,2024-11-26,Department of Mathematics,116373,Active,Tenure-Track,Physics
FAC_00000535,Full Professor,2020-11-13,Department of Physics,264185,Active,Tenured,Astronomy
FAC_00000536,Associate Professor,2020-09-27,Department of Physics,120789,Active,Tenured,Biology
FAC_00000537,Assistant Professor,2002-01-02,Department of Physics,93541,Active,Tenure-Track,Statistics
FAC_00000538,Associate Professor,2005-09-26,Department of Statistics,113090,Active,Tenured,Neuroscience
FAC_00000539,Assistant Professor,2014-11-11,Department of Geological Sciences,78697,Active,Tenure-Track,Astronomy
FAC_00000540,Assistant Professor,2024-12-23,Department of Geological Sciences,117338,Active,Tenure-Track,Environmental Science
FAC_00000541,Associate Professor,2003-03-19,Department of Biology,127343,Active,Tenured,Marine Science
FAC_00000542,Associate Professor,2010-05-13,Department of Statistics,158844,Active,Tenured,Environmental Science
FAC_00000543,Assistant Professor,2020-10-02,Department of Geological Sciences,114824,Active,Tenure-Track,Mathematics
FAC_00000544,Full Professor,2018-03-26,Department of Statistics,144029,On Leave,Tenured,Biology
FAC_00000545,Assistant Professor,2024-11-03,Department of Geological Sciences,91065,Active,Tenure-Track,Marine Science
FAC_00000546,Associate Professor,2005-11-22,Department of Chemistry,153851,Active,Tenured,Statistics
FAC_00000547,Lecturer,2005-08-15,Marine Science Institute,87932,Active,Non-Tenure-Track,Mathematics
FAC_00000548,Associate Professor,2013-05-03,Department of Biology,144627,Active,Tenured,Statistics
FAC_00000549,Lecturer,2002-08-09,Department of Biology,56822,Active,Non-Tenure-Track,Physics
FAC_00000550,Associate Professor,2006-04-02,Department of Mathematics,108773,On Leave,Tenure-Track,Statistics
FAC_00000551,Associate Professor,2019-05-07,Department of Statistics,130190,Active,Tenured,Environmental Science
FAC_00000552,Assistant Professor,2015-06-02,Department of Biology,101567,Active,Tenure-Track,Physics
FAC_00000553,Full Professor,2006-03-08,Department of Geological Sciences,263273,Active,Tenured,Biology
FAC_00000554,Associate Professor,2013-09-26,Department of Statistics,122974,Active,Tenured,Chemistry
FAC_00000555,Associate Professor,2017-06-02,Department of Mathematics,144840,Active,Tenured,Mathematics
FAC_00000556,Full Professor,2011-03-06,Marine Science Institute,149897,Active,Tenured,Mathematics
FAC_00000557,Associate Professor,2015-09-20,Marine Science Institute,117008,Active,Tenured,Chemistry
FAC_00000558,Associate Professor,2006-05-14,Department of Chemistry,153791,Active,Tenure-Track,Neuroscience
FAC_00000559,Full Professor,2020-07-11,Department of Physics,204494,Active,Tenured,Astronomy
FAC_00000560,Full Professor,2014-03-15,Department of Geological Sciences,279444,Active,Tenured,Physics
FAC_00000561,Full Professor,2010-06-24,Department of Statistics,197440,Active,Tenured,Mathematics
FAC_00000562,Associate Professor,2021-03-07,Marine Science Institute,127310,Active,Tenured,Environmental Science
FAC_00000563,Full Professor,2001-04-05,Department of Physics,153951,Active,Tenured,Astronomy
