course_id,course_code,course_title,credits,semester,year,instructor_id,enrollment,pass_rate,avg_rating
CRS_00000291,STAT254,Statistics 254,2,Fall,2021,FAC_00000386,53,0.846,4.3
CRS_00000292,PHYS333,Physics 333,3,Spring,2024,FAC_00000546,23,0.754,3.4
CRS_00000293,ASTR328,Astronomy 328,4,Fall,2019,FAC_00000064,87,0.799,4.3
CRS_00000294,STAT309,Statistics 309,3,Spring,2017,FAC_00000566,82,0.894,3.9
CRS_00000295,GEO480,Geology 480,3,Spring,2019,FAC_00000566,19,0.876,3.8
CRS_00000296,MARIN229,Marine Science 229,4,Spring,2018,FAC_00000692,156,0.81,5.0
CRS_00000297,MARIN561,Marine Science 561,3,Spring,2025,FAC_00000417,58,0.754,3.8
CRS_00000298,CHEM197,Chemistry 197,3,Fall,2020,FAC_00000474,230,0.934,3.0
CRS_00000299,ASTR229,Astronomy 229,3,Spring,2026,FAC_00000258,129,0.82,4.8
CRS_00000300,MATH386,Mathematics 386,3,Spring,2021,FAC_00000079,152,0.85,3.8
CRS_00000301,MATH291,Mathematics 291,1,Summer,2018,FAC_00000351,216,0.773,3.9
CRS_00000302,MARIN290,Marine Science 290,4,Fall,2017,FAC_00000652,80,0.855,4.8
CRS_00000303,GEO448,Geology 448,4,Spring,2016,FAC_00000082,21,0.792,4.6
CRS_00000304,STAT492,Statistics 492,3,Fall,2019,FAC_00000465,213,0.879,3.4
CRS_00000305,MATH442,Mathematics 442,3,Spring,2021,FAC_00000479,89,0.924,3.8
CRS_00000306,CHEM435,Chemistry 435,3,Spring,2021,FAC_00000344,226,0.807,3.9
CRS_00000307,PHYS303,Physics 303,3,Spring,2025,FAC_00000183,217,0.893,3.4
CRS_00000308,MATH224,Mathematics 224,3,Fall,2020,FAC_00000535,27,0.918,3.7
CRS_00000309,MATH575,Mathematics 575,3,Summer,2020,FAC_00000165,149,0.868,5.0
CRS_00000310,PHYS311,Physics 311,3,Spring,2025,FAC_00000514,166,0.82,4.0
CRS_00000311,MATH403,Mathematics 403,3,Spring,2016,FAC_00000509,153,0.863,3.8
CRS_00000312,ASTR187,Astronomy 187,2,Fall,2016,FAC_00000089,187,0.808,3.7
CRS_00000313,ASTR199,Astronomy 199,1,Spring,2019,FAC_00000533,83,0.755,4.5
CRS_00000314,STAT166,Statistics 166,4,Fall,2020,FAC_00000266,148,0.831,3.9
CRS_00000315,MATH109,Mathematics 109,3,Fall,2017,FAC_00000632,19,0.975,3.9
CRS_00000316,CHEM111,Chemistry 111,3,Spring,2022,FAC_00000691,205,0.797,4.1
CRS_00000317,BIO314,Biology 314,3,Fall,2019,FAC_00000262,180,0.79,4.0
CRS_00000318,PHYS589,Physics 589,3,Summer,2023,FAC_00000117,238,0.766,4.4
CRS_00000319,GEO493,Geology 493,4,Spring,2016,FAC_00000150,71,0.88,4.2
CRS_00000320,PHYS131,Physics 131,3,Spring,2019,FAC_00000162,116,0.963,4.1
CRS_00000321,MARIN349,Marine Science 349,3,Spring,2023,FAC_00000428,85,0.8,5.0
CRS_00000322,ASTR500,Astronomy 500,3,Spring,2022,FAC_00000561,97,0.952,4.1
CRS_00000323,CHEM465,Chemistry 465,4,Fall,2022,FAC_00000679,146,0.924,3.5
CRS_00000324,MARIN224,Marine Science 224,3,Fall,2016,FAC_00000479,243,0.801,4.6
CRS_00000325,PHYS522,Physics 522,1,Spring,2019,FAC_00000639,110,0.922,3.6
CRS_00000326,MARIN434,Marine Science 434,2,Spring,2021,FAC_00000265,144,0.97,3.9
CRS_00000327,CHEM381,Chemistry 381,3,Fall,2021,FAC_00000086,17,0.973,2.7
CRS_00000328,MARIN342,Marine Science 342,4,Fall,2017,FAC_00000631,19,0.925,4.0
CRS_00000329,PHYS144,Physics 144,3,Spring,2016,FAC_00000367,101,0.946,3.9
CRS_00000330,ASTR166,Astronomy 166,3,Fall,2022,FAC_00000519,103,0.801,3.7
CRS_00000331,BIO103,Biology 103,4,Fall,2026,FAC_00000360,111,0.761,3.8
CRS_00000332,MARIN368,Marine Science 368,3,Spring,2021,FAC_00000190,131,0.926,3.6
CRS_00000333,BIO129,Biology 129,3,Fall,2019,FAC_00000593,150,0.932,3.3
CRS_00000334,STAT565,Statistics 565,3,Fall,2021,FAC_00000575,216,0.765,4.3
CRS_00000335,PHYS156,Physics 156,3,Fall,2025,FAC_00000529,244,0.955,4.2
CRS_00000336,MATH294,Mathematics 294,3,Spring,2016,FAC_00000329,122,0.95,3.6
CRS_00000337,STAT291,Statistics 291,3,Fall,2026,FAC_00000551,98,0.891,4.3
CRS_00000338,PHYS157,Physics 157,3,Spring,2025,FAC_00000519,187,0.846,3.0
CRS_00000339,ASTR395,Astronomy 395,4,Spring,2025,FAC_00000344,116,0.959,3.0
CRS_00000340,PHYS221,Physics 221,3,Fall,2016,FAC_00000126,190,0.906,4.3
CRS_00000341,STAT379,Statistics 379,3,Fall,2025,FAC_00000087,92,0.783,4.1
CRS_00000342,BIO189,Biology 189,2,Spring,2020,FAC_00000207,182,0.764,3.7
CRS_00000343,STAT538,Statistics 538,2,Spring,2025,FAC_00000484,46,0.956,4.9
CRS_00000344,STAT495,Statistics 495,4,Fall,2020,FAC_00000542,21,0.945,4.2
CRS_00000345,STAT476,Statistics 476,3,Spring,2025,FAC_00000381,52,0.853,4.5
CRS_00000346,MARIN121,Marine Science 121,3,Spring,2018,FAC_00000569,91,0.937,3.9
CRS_00000347,ASTR192,Astronomy 192,3,Summer,2020,FAC_00000271,57,0.823,4.4
CRS_00000348,MARIN408,Marine Science 408,2,Fall,2026,FAC_00000059,169,0.967,3.9
CRS_00000349,CHEM515,Chemistry 515,3,Spring,2021,FAC_00000281,190,0.912,4.5
CRS_00000350,GEO402,Geology 402,3,Spring,2017,FAC_00000320,161,0.952,4.4
CRS_00000351,PHYS307,Physics 307,3,Fall,2017,FAC_00000375,101,0.793,3.8
CRS_00000352,MARIN527,Marine Science 527,4,Fall,2022,FAC_00000473,56,0.951,4.4
CRS_00000353,MATH187,Mathematics 187,3,Spring,2018,FAC_00000102,242,0.805,3.5
CRS_00000354,MARIN369,Marine Science 369,1,Fall,2021,FAC_00000039,89,0.851,4.2
CRS_00000355,ASTR410,Astronomy 410,3,Summer,2018,FAC_00000329,61,0.79,4.2
CRS_00000356,ASTR493,Astronomy 493,3,Spring,2026,FAC_00000267,226,0.875,4.7
CRS_00000357,CHEM254,Chemistry 254,3,Fall,2020,FAC_00000592,240,0.821,4.8
CRS_00000358,PHYS298,Physics 298,3,Spring,2021,FAC_00000090,207,0.801,4.0
CRS_00000359,BIO242,Biology 242,2,Spring,2026,FAC_00000418,58,0.765,3.9
CRS_00000360,STAT224,Statistics 224,3,Fall,2018,FAC_00000599,228,0.95,3.3
CRS_00000361,CHEM115,Chemistry 115,4,Spring,2020,FAC_00000697,233,0.87,3.5
CRS_00000362,PHYS238,Physics 238,3,Spring,2026,FAC_00000308,158,0.759,4.2
CRS_00000363,BIO252,Biology 252,3,Fall,2025,FAC_00000673,144,0.806,3.4
CRS_00000364,ASTR185,Astronomy 185,3,Spring,2026,FAC_00000393,30,0.829,3.8
CRS_00000365,PHYS326,Physics 326,3,Spring,2023,FAC_00000642,139,0.943,4.4
CRS_00000366,PHYS197,Physics 197,3,Spring,2026,FAC_00000249,18,0.858,4.5
CRS_00000367,ASTR183,Astronomy 183,3,Spring,2018,FAC_00000351,90,0.966,3.7
CRS_00000368,GEO551,Geology 551,4,Fall,2024,FAC_00000568,95,0.968,3.9
CRS_00000369,CHEM433,Chemistry 433,3,Fall,2025,FAC_00000493,154,0.799,4.2
CRS_00000370,MATH559,Mathematics 559,3,Spring,2025,FAC_00000676,54,0.847,4.6
CRS_00000371,STAT553,Statistics 553,3,Spring,2018,FAC_00000143,108,0.947,3.4
CRS_00000372,CHEM219,Chemistry 219,3,Spring,2023,FAC_00000019,130,0.884,4.0
CRS_00000373,MATH579,Mathematics 579,3,Spring,2024,FAC_00000609,218,0.83,3.6
CRS_00000374,MARIN500,Marine Science 500,3,Fall,2023,FAC_00000081,211,0.865,3.7
CRS_00000375,GEO273,Geology 273,2,Spring,2017,FAC_00000641,87,0.82,4.5
CRS_00000376,ASTR228,Astronomy 228,3,Spring,2020,FAC_00000068,65,0.772,3.7
CRS_00000377,CHEM376,Chemistry 376,3,Spring,2026,FAC_00000266,40,0.969,3.6
CRS_00000378,GEO539,Geology 539,3,Summer,2026,FAC_00000481,40,0.901,4.7
CRS_00000379,STAT110,Statistics 110,3,Spring,2024,FAC_00000494,202,0.811,4.7
CRS_00000380,MARIN278,Marine Science 278,3,Fall,2021,FAC_00000110,56,0.851,4.0
CRS_00000381,GEO449,Geology 449,3,Fall,2022,FAC_00000383,27,0.877,4.4
CRS_00000382,GEO400,Geology 400,3,Summer,2020,FAC_00000423,148,0.922,3.5
CRS_00000383,CHEM581,Chemistry 581,2,Spring,2020,FAC_00000442,232,0.793,4.0
CRS_00000384,MATH495,Mathematics 495,4,Fall,2023,FAC_00000558,233,0.771,4.5
CRS_00000385,BIO451,Biology 451,3,Fall,2026,FAC_00000443,39,0.808,3.2
CRS_00000386,CHEM561,Chemistry 561,4,Fall,2019,FAC_00000152,200,0.978,3.9
CRS_00000387,STAT317,Statistics 317,3,Fall,2018,FAC_00000074,218,0.818,3.3
CRS_00000388,BIO570,Biology 570,2,Summer,2019,FAC_00000188,168,0.937,4.6
CRS_00000389,PHYS121,Physics 121,2,Spring,2026,FAC_00000286,31,0.913,4.9
CRS_00000390,CHEM454,Chemistry 454,2,Fall,2025,FAC_00000386,86,0.917,4.1
CRS_00000391,PHYS182,Physics 182,3,Fall,2017,FAC_00000341,197,0.884,5.0
CRS_00000392,MARIN173,Marine Science 173,1,Spring,2022,FAC_00000600,248,0.862,3.4
CRS_00000393,GEO163,Geology 163,4,Fall,2021,FAC_00000237,243,0.901,4.0
CRS_00000394,GEO288,Geology 288,4,Fall,2016,FAC_00000613,161,0.931,4.1
CRS_00000395,BIO233,Biology 233,2,Spring,2016,FAC_00000398,105,0.842,3.4
CRS_00000396,PHYS357,Physics 357,3,Summer,2016,FAC_00000592,246,0.886,4.2
CRS_00000397,CHEM506,Chemistry 506,3,Fall,2020,FAC_00000699,162,0.935,4.1
CRS_00000398,PHYS462,Physics 462,3,Fall,2020,FAC_00000565,127,0.798,3.8
CRS_00000399,MARIN240,Marine Science 240,4,Fall,2020,FAC_00000631,241,0.89,4.4
CRS_00000400,BIO268,Biology 268,3,Spring,2024,FAC_00000335,91,0.972,4.1
CRS_00000401,MARIN430,Marine Science 430,3,Fall,2018,FAC_00000262,166,0.969,4.2
CRS_00000402,MARIN267,Marine Science 267,3,Spring,2024,FAC_00000199,215,0.974,3.9
CRS_00000403,STAT113,Statistics 113,3,Spring,2017,FAC_00000217,227,0.758,3.5
CRS_00000404,STAT367,Statistics 367,3,Spring,2016,FAC_00000252,112,0.827,3.8
CRS_00000405,GEO185,Geology 185,4,Spring,2020,FAC_00000636,41,0.859,4.7
CRS_00000406,STAT539,Statistics 539,3,Fall,2021,FAC_00000302,36,0.979,3.8
CRS_00000407,CHEM444,Chemistry 444,3,Summer,2024,FAC_00000526,134,0.762,3.6
CRS_00000408,BIO233,Biology 233,1,Fall,2016,FAC_00000379,37,0.902,4.2
CRS_00000409,MARIN472,Marine Science 472,3,Spring,2018,FAC_00000279,69,0.908,4.3
CRS_00000410,ASTR272,Astronomy 272,3,Fall,2025,FAC_00000559,84,0.944,4.3
CRS_00000411,BIO104,Biology 104,3,Spring,2018,FAC_00000626,132,0.889,3.9
CRS_00000412,MARIN423,Marine Science 423,3,Spring,2018,FAC_00000128,135,0.862,3.2
CRS_00000413,MATH155,Mathematics 155,3,Spring,2022,FAC_00000620,154,0.753,3.8
CRS_00000414,MATH493,Mathematics 493,1,Spring,2025,FAC_00000166,22,0.965,4.3
CRS_00000415,CHEM490,Chemistry 490,3,Fall,2019,FAC_00000348,172,0.756,4.0
CRS_00000416,ASTR393,Astronomy 393,3,Fall,2020,FAC_00000229,44,0.895,3.9
CRS_00000417,PHYS247,Physics 247,3,Spring,2021,FAC_00000312,229,0.899,3.8
CRS_00000418,GEO474,Geology 474,4,Spring,2022,FAC_00000608,190,0.975,5.0
CRS_00000419,MARIN291,Marine Science 291,2,Fall,2025,FAC_00000472,206,0.827,4.1
CRS_00000420,MATH279,Mathematics 279,1,Spring,2018,FAC_00000434,80,0.778,4.3
CRS_00000421,CHEM236,Chemistry 236,3,Summer,2016,FAC_00000048,238,0.832,3.9
CRS_00000422,CHEM201,Chemistry 201,2,Fall,2025,FAC_00000628,227,0.864,3.1
CRS_00000423,STAT572,Statistics 572,3,Fall,2018,FAC_00000253,89,0.839,3.5
CRS_00000424,PHYS309,Physics 309,2,Spring,2023,FAC_00000423,188,0.849,4.8
CRS_00000425,GEO127,Geology 127,3,Fall,2021,FAC_00000076,236,0.915,4.0
CRS_00000426,PHYS435,Physics 435,3,Spring,2021,FAC_00000338,52,0.846,3.5
CRS_00000427,BIO129,Biology 129,3,Spring,2018,FAC_00000271,84,0.869,4.5
CRS_00000428,GEO543,Geology 543,3,Summer,2023,FAC_00000272,41,0.874,5.0
CRS_00000429,MATH382,Mathematics 382,3,Spring,2025,FAC_00000013,70,0.878,4.1
CRS_00000430,MARIN317,Marine Science 317,3,Spring,2024,FAC_00000037,212,0.834,3.5
CRS_00000431,STAT159,Statistics 159,3,Spring,2026,FAC_00000522,162,0.961,3.2
CRS_00000432,PHYS291,Physics 291,3,Spring,2017,FAC_00000362,196,0.952,3.8
CRS_00000433,MARIN112,Marine Science 112,3,Spring,2023,FAC_00000196,42,0.977,3.7
CRS_00000434,ASTR289,Astronomy 289,3,Summer,2019,FAC_00000393,162,0.941,2.6
CRS_00000435,GEO163,Geology 163,3,Fall,2017,FAC_00000587,90,0.885,3.6
CRS_00000436,MARIN118,Marine Science 118,3,Fall,2021,FAC_00000532,162,0.911,4.8
CRS_00000437,MATH206,Mathematics 206,3,Spring,2021,FAC_00000671,25,0.829,4.1
CRS_00000438,ASTR448,Astronomy 448,3,Spring,2016,FAC_00000176,245,0.759,4.1
CRS_00000439,PHYS218,Physics 218,3,Spring,2018,FAC_00000664,67,0.97,4.4
CRS_00000440,MARIN420,Marine Science 420,3,Spring,2020,FAC_00000080,28,0.935,4.5
CRS_00000441,CHEM452,Chemistry 452,3,Fall,2025,FAC_00000286,31,0.92,3.6
CRS_00000442,CHEM534,Chemistry 534,4,Spring,2016,FAC_00000356,28,0.847,3.4
CRS_00000443,GEO423,Geology 423,3,Spring,2022,FAC_00000098,137,0.866,3.8
CRS_00000444,GEO296,Geology 296,3,Fall,2017,FAC_00000131,120,0.947,4.3
CRS_00000445,MARIN361,Marine Science 361,3,Spring,2021,FAC_00000021,92,0.963,4.6
CRS_00000446,MATH531,Mathematics 531,3,Summer,2025,FAC_00000637,89,0.799,3.9
CRS_00000447,CHEM509,Chemistry 509,3,Fall,2020,FAC_00000057,199,0.855,4.5
CRS_00000448,PHYS389,Physics 389,1,Spring,2022,FAC_00000621,90,0.867,3.5
CRS_00000449,STAT555,Statistics 555,3,Spring,2023,FAC_00000178,105,0.921,4.5
CRS_00000450,BIO528,Biology 528,3,Fall,2021,FAC_00000492,62,0.893,5.0
CRS_00000451,MATH503,Mathematics 503,3,Spring,2017,FAC_00000678,180,0.751,4.6
CRS_00000452,GEO218,Geology 218,3,Fall,2023,FAC_00000315,86,0.955,4.1
CRS_00000453,CHEM505,Chemistry 505,3,Spring,2016,FAC_00000295,150,0.876,3.9
CRS_00000454,GEO103,Geology 103,3,Fall,2017,FAC_00000234,221,0.781,4.3
CRS_00000455,ASTR366,Astronomy 366,3,Spring,2024,FAC_00000533,40,0.909,3.2
CRS_00000456,ASTR371,Astronomy 371,3,Fall,2018,FAC_00000078,21,0.938,4.2
CRS_00000457,STAT314,Statistics 314,3,Spring,2022,FAC_00000519,71,0.885,3.7
CRS_00000458,CHEM410,Chemistry 410,3,Fall,2016,FAC_00000157,108,0.97,3.6
CRS_00000459,MARIN279,Marine Science 279,3,Fall,2021,FAC_00000119,142,0.861,4.3
CRS_00000460,GEO382,Geology 382,4,Fall,2022,FAC_00000636,237,0.979,4.0
CRS_00000461,ASTR478,Astronomy 478,4,Fall,2018,FAC_00000340,69,0.938,4.3
CRS_00000462,ASTR126,Astronomy 126,3,Spring,2020,FAC_00000400,236,0.816,4.8
CRS_00000463,GEO161,Geology 161,4,Summer,2025,FAC_00000446,53,0.851,3.5
CRS_00000464,CHEM243,Chemistry 243,3,Fall,2023,FAC_00000494,76,0.775,3.0
CRS_00000465,PHYS200,Physics 200,3,Spring,2017,FAC_00000323,221,0.859,4.1
CRS_00000466,ASTR381,Astronomy 381,3,Fall,2024,FAC_00000004,172,0.916,3.0
CRS_00000467,MARIN260,Marine Science 260,2,Spring,2026,FAC_00000385,38,0.971,4.5
CRS_00000468,MARIN353,Marine Science 353,3,Fall,2020,FAC_00000185,49,0.955,3.9
CRS_00000469,MARIN238,Marine Science 238,3,Fall,2017,FAC_00000005,39,0.868,2.8
CRS_00000470,STAT515,Statistics 515,3,Fall,2019,FAC_00000118,139,0.84,3.5
CRS_00000471,STAT434,Statistics 434,4,Fall,2021,FAC_00000055,169,0.824,4.2
CRS_00000472,BIO137,Biology 137,3,Fall,2021,FAC_00000140,82,0.969,3.9
CRS_00000473,ASTR350,Astronomy 350,3,Fall,2025,FAC_00000277,246,0.927,4.6
CRS_00000474,MATH338,Mathematics 338,3,Fall,2017,FAC_00000382,141,0.977,4.0
CRS_00000475,MATH361,Mathematics 361,3,Fall,2022,FAC_00000397,132,0.966,4.6
CRS_00000476,STAT413,Statistics 413,3,Spring,2019,FAC_00000475,121,0.814,3.4
CRS_00000477,PHYS226,Physics 226,3,Spring,2021,FAC_00000673,240,0.905,4.1
CRS_00000478,BIO129,Biology 129,2,Spring,2023,FAC_00000250,22,0.784,4.6
CRS_00000479,BIO163,Biology 163,2,Spring,2026,FAC_00000125,88,0.85,3.8
CRS_00000480,CHEM158,Chemistry 158,2,Fall,2020,FAC_00000193,75,0.854,4.4
CRS_00000481,MATH390,Mathematics 390,3,Spring,2022,FAC_00000140,218,0.81,3.8
CRS_00000482,STAT116,Statistics 116,3,Fall,2022,FAC_00000402,177,0.921,4.2
CRS_00000483,GEO558,Geology 558,3,Spring,2022,FAC_00000602,227,0.765,3.5
CRS_00000484,MARIN533,Marine Science 533,3,Spring,2017,FAC_00000520,49,0.769,4.1
CRS_00000485,ASTR378,Astronomy 378,3,Spring,2020,FAC_00000314,79,0.948,4.2
CRS_00000486,PHYS225,Physics 225,3,Spring,2017,FAC_00000095,43,0.888,5.0
CRS_00000487,STAT573,Statistics 573,3,Fall,2016,FAC_00000282,248,0.943,4.1
CRS_00000488,MATH541,Mathematics 541,1,Summer,2018,FAC_00000683,25,0.958,4.3
CRS_00000489,PHYS458,Physics 458,3,Fall,2026,FAC_00000258,164,0.802,3.7
CRS_00000490,ASTR208,Astronomy 208,4,Spring,2025,FAC_00000540,147,0.838,3.9
CRS_00000491,BIO117,Biology 117,3,Spring,2021,FAC_00000354,94,0.967,2.8
CRS_00000492,PHYS343,Physics 343,2,Spring,2026,FAC_00000251,83,0.977,2.4
CRS_00000493,MATH315,Mathematics 315,3,Spring,2025,FAC_00000106,113,0.761,4.2
CRS_00000494,PHYS434,Physics 434,3,Fall,2018,FAC_00000486,38,0.935,3.7
CRS_00000495,MARIN401,Marine Science 401,4,Fall,2024,FAC_00000667,214,0.967,4.1
CRS_00000496,STAT316,Statistics 316,3,Summer,2020,FAC_00000040,222,0.891,4.3
CRS_00000497,STAT596,Statistics 596,3,Fall,2026,FAC_00000049,61,0.755,3.8
CRS_00000498,MATH551,Mathematics 551,3,Spring,2020,FAC_00000173,239,0.797,4.6
CRS_00000499,MATH153,Mathematics 153,3,Fall,2026,FAC_00000325,231,0.857,4.2
