enrollment_id,student_id,course_id,semester,year,grade,grade_point,credits_earned
ENR_0000021618,STU_00001073,CRS_00000333,Spring,2024,A-,3.33,3
ENR_0000021619,STU_00001073,CRS_00000184,Fall,2017,A,3.85,3
ENR_0000021620,STU_00001073,CRS_00000235,Spring,2025,A,3.71,4
ENR_0000021621,STU_00001073,CRS_00000249,Spring,2016,A-,3.67,3
ENR_0000021622,STU_00001073,CRS_00000248,Spring,2021,A-,3.48,3
ENR_0000021623,STU_00001073,CRS_00000185,Fall,2020,A,3.76,3
ENR_0000021624,STU_00001073,CRS_00000161,Fall,2022,A-,3.48,2
ENR_0000021625,STU_00001073,CRS_00000002,Fall,2022,A,3.84,3
ENR_0000021626,STU_00001073,CRS_00000400,Spring,2023,A-,3.67,3
ENR_0000021627,STU_00001073,CRS_00000390,Fall,2017,A-,3.43,2
ENR_0000021628,STU_00001073,CRS_00000346,Summer,2018,A-,3.58,3
ENR_0000021629,STU_00001073,CRS_00000019,Fall,2023,A,3.73,4
ENR_0000021630,STU_00001073,CRS_00000430,Fall,2019,A,3.77,3
ENR_0000021631,STU_00001073,CRS_00000462,Fall,2019,A-,3.45,3
ENR_0000021632,STU_00001073,CRS_00000070,Spring,2017,A-,3.43,3
ENR_0000021633,STU_00001073,CRS_00000334,Spring,2018,A-,3.48,3
ENR_0000021634,STU_00001073,CRS_00000249,Spring,2016,A,4.0,3
ENR_0000021635,STU_00001073,CRS_00000364,Fall,2024,A-,3.58,3
ENR_0000021636,STU_00001074,CRS_00000439,Fall,2021,B,2.85,3
ENR_0000021637,STU_00001074,CRS_00000076,Spring,2024,B+,3.11,2
ENR_0000021638,STU_00001074,CRS_00000065,Spring,2021,B,2.96,3
ENR_0000021639,STU_00001074,CRS_00000083,Fall,2021,A,4.0,3
ENR_0000021640,STU_00001074,CRS_00000073,Fall,2023,B+,3.18,3
ENR_0000021641,STU_00001074,CRS_00000303,Summer,2025,B-,2.62,4
ENR_0000021642,STU_00001074,CRS_00000480,Fall,2024,B+,3.07,2
ENR_0000021643,STU_00001074,CRS_00000065,Fall,2023,B+,3.21,3
ENR_0000021644,STU_00001074,CRS_00000084,Fall,2023,B+,3.21,3
ENR_0000021645,STU_00001074,CRS_00000271,Summer,2025,B,2.94,4
ENR_0000021646,STU_00001074,CRS_00000098,Fall,2024,B+,3.11,3
ENR_0000021647,STU_00001074,CRS_00000010,Summer,2023,B+,3.21,3
ENR_0000021648,STU_00001074,CRS_00000067,Fall,2022,B+,3.01,3
ENR_0000021649,STU_00001074,CRS_00000362,Summer,2024,A-,3.4,3
ENR_0000021650,STU_00001074,CRS_00000088,Fall,2021,B+,3.2,3
ENR_0000021651,STU_00001074,CRS_00000451,Fall,2021,B+,3.25,3
ENR_0000021652,STU_00001074,CRS_00000409,Spring,2025,B+,3.06,3
ENR_0000021653,STU_00001074,CRS_00000128,Summer,2024,A-,3.46,2
ENR_0000021654,STU_00001074,CRS_00000073,Spring,2023,B+,3.16,3
ENR_0000021655,STU_00001074,CRS_00000279,Spring,2022,B,2.98,1
ENR_0000021656,STU_00001075,CRS_00000126,Summer,2023,A,3.74,3
ENR_0000021657,STU_00001075,CRS_00000121,Fall,2023,A,3.96,4
ENR_0000021658,STU_00001075,CRS_00000366,Fall,2021,B+,3.27,3
ENR_0000021659,STU_00001075,CRS_00000454,Fall,2022,A-,3.44,3
ENR_0000021660,STU_00001075,CRS_00000424,Spring,2025,A,4.0,2
ENR_0000021661,STU_00001075,CRS_00000355,Fall,2021,A-,3.53,3
ENR_0000021662,STU_00001075,CRS_00000464,Fall,2022,A,4.0,3
ENR_0000021663,STU_00001075,CRS_00000493,Fall,2022,A,3.89,3
ENR_0000021664,STU_00001075,CRS_00000149,Summer,2022,A-,3.56,4
ENR_0000021665,STU_00001075,CRS_00000479,Summer,2024,A,4.0,2
ENR_0000021666,STU_00001075,CRS_00000097,Summer,2025,A-,3.51,4
ENR_0000021667,STU_00001075,CRS_00000112,Summer,2023,A-,3.44,3
ENR_0000021668,STU_00001075,CRS_00000353,Summer,2022,A,4.0,3
ENR_0000021669,STU_00001075,CRS_00000470,Summer,2021,A,3.96,3
ENR_0000021670,STU_00001075,CRS_00000283,Summer,2022,A-,3.62,2
ENR_0000021671,STU_00001075,CRS_00000146,Summer,2022,A-,3.37,1
ENR_0000021672,STU_00001075,CRS_00000238,Fall,2024,A,3.87,3
ENR_0000021673,STU_00001075,CRS_00000257,Fall,2024,B+,3.0,3
ENR_0000021674,STU_00001075,CRS_00000297,Summer,2024,A-,3.59,3
ENR_0000021675,STU_00001075,CRS_00000016,Spring,2025,A,4.0,3
ENR_0000021676,STU_00001076,CRS_00000016,Summer,2023,A,3.91,3
ENR_0000021677,STU_00001076,CRS_00000029,Fall,2017,A-,3.52,1
ENR_0000021678,STU_00001076,CRS_00000466,Fall,2019,A-,3.67,3
ENR_0000021679,STU_00001076,CRS_00000273,Fall,2016,B+,3.09,3
ENR_0000021680,STU_00001076,CRS_00000235,Fall,2023,A-,3.35,4
ENR_0000021681,STU_00001076,CRS_00000381,Spring,2017,A,3.87,3
ENR_0000021682,STU_00001076,CRS_00000432,Spring,2025,A,3.71,3
ENR_0000021683,STU_00001076,CRS_00000303,Summer,2018,A,3.8,4
ENR_0000021684,STU_00001076,CRS_00000155,Fall,2017,A-,3.65,3
ENR_0000021685,STU_00001076,CRS_00000148,Summer,2024,A-,3.58,3
ENR_0000021686,STU_00001076,CRS_00000044,Spring,2018,A,4.0,3
ENR_0000021687,STU_00001076,CRS_00000399,Summer,2021,A,3.88,4
ENR_0000021688,STU_00001076,CRS_00000045,Fall,2021,A,3.71,3
ENR_0000021689,STU_00001076,CRS_00000410,Spring,2024,B+,3.05,3
ENR_0000021690,STU_00001076,CRS_00000050,Summer,2025,A,3.98,4
ENR_0000021691,STU_00001076,CRS_00000152,Summer,2018,A,3.97,2
ENR_0000021692,STU_00001076,CRS_00000296,Summer,2023,B+,3.11,4
ENR_0000021693,STU_00001076,CRS_00000092,Summer,2017,A,3.76,3
ENR_0000021694,STU_00001076,CRS_00000021,Spring,2016,A-,3.52,3
ENR_0000021695,STU_00001076,CRS_00000054,Fall,2016,A,3.93,3
ENR_0000021696,STU_00001076,CRS_00000457,Summer,2021,A,3.79,3
ENR_0000021697,STU_00001076,CRS_00000131,Fall,2024,A-,3.66,3
ENR_0000021698,STU_00001076,CRS_00000117,Spring,2022,A-,3.52,3
ENR_0000021699,STU_00001076,CRS_00000422,Spring,2025,A-,3.57,2
ENR_0000021700,STU_00001076,CRS_00000152,Fall,2017,A-,3.39,2
ENR_0000021701,STU_00001076,CRS_00000407,Spring,2024,A-,3.43,3
ENR_0000021702,STU_00001076,CRS_00000262,Summer,2016,A,3.97,3
ENR_0000021703,STU_00001076,CRS_00000005,Spring,2024,A,4.0,3
ENR_0000021704,STU_00001076,CRS_00000304,Summer,2020,A,3.98,3
ENR_0000021705,STU_00001076,CRS_00000198,Summer,2024,B+,3.19,2
ENR_0000021706,STU_00001076,CRS_00000098,Summer,2017,A-,3.44,3
ENR_0000021707,STU_00001076,CRS_00000243,Summer,2025,B+,3.12,2
ENR_0000021708,STU_00001076,CRS_00000162,Fall,2017,A-,3.64,3
ENR_0000021709,STU_00001076,CRS_00000253,Summer,2022,A-,3.42,3
ENR_0000021710,STU_00001076,CRS_00000465,Fall,2019,A-,3.53,3
ENR_0000021711,STU_00001076,CRS_00000459,Summer,2020,A,4.0,3
ENR_0000021712,STU_00001076,CRS_00000150,Fall,2016,A,4.0,3
ENR_0000021713,STU_00001076,CRS_00000000,Summer,2017,A,4.0,3
ENR_0000021714,STU_00001076,CRS_00000309,Fall,2023,A-,3.57,3
ENR_0000021715,STU_00001076,CRS_00000462,Fall,2024,A,3.71,3
ENR_0000021716,STU_00001077,CRS_00000494,Fall,2025,B+,3.2,3
ENR_0000021717,STU_00001077,CRS_00000413,Spring,2024,A,3.8,3
ENR_0000021718,STU_00001077,CRS_00000023,Summer,2018,B+,3.08,3
ENR_0000021719,STU_00001077,CRS_00000293,Summer,2020,B,2.74,4
ENR_0000021720,STU_00001077,CRS_00000352,Summer,2018,A-,3.44,4
ENR_0000021721,STU_00001077,CRS_00000223,Fall,2017,A-,3.34,3
ENR_0000021722,STU_00001077,CRS_00000024,Spring,2024,B,2.98,3
ENR_0000021723,STU_00001077,CRS_00000334,Spring,2018,B,2.81,3
ENR_0000021724,STU_00001077,CRS_00000054,Summer,2022,B,2.77,3
ENR_0000021725,STU_00001077,CRS_00000436,Spring,2017,A-,3.53,3
ENR_0000021726,STU_00001077,CRS_00000413,Spring,2022,B+,3.21,3
ENR_0000021727,STU_00001077,CRS_00000461,Spring,2017,B+,3.15,4
ENR_0000021728,STU_00001077,CRS_00000400,Spring,2020,B,2.9,3
ENR_0000021729,STU_00001077,CRS_00000293,Spring,2023,B,2.7,4
ENR_0000021730,STU_00001077,CRS_00000307,Spring,2019,B-,2.52,3
ENR_0000021731,STU_00001077,CRS_00000070,Fall,2017,A-,3.36,3
ENR_0000021732,STU_00001077,CRS_00000365,Spring,2025,A-,3.51,3
ENR_0000021733,STU_00001077,CRS_00000137,Summer,2020,A-,3.49,3
ENR_0000021734,STU_00001077,CRS_00000490,Summer,2022,A-,3.41,4
ENR_0000021735,STU_00001077,CRS_00000218,Spring,2019,B-,2.56,4
ENR_0000021736,STU_00001077,CRS_00000131,Summer,2023,B,2.96,3
ENR_0000021737,STU_00001077,CRS_00000440,Fall,2023,A-,3.32,3
ENR_0000021738,STU_00001077,CRS_00000455,Summer,2024,A-,3.62,3
ENR_0000021739,STU_00001077,CRS_00000437,Fall,2018,A-,3.35,3
ENR_0000021740,STU_00001077,CRS_00000135,Fall,2020,B,2.78,3
ENR_0000021741,STU_00001077,CRS_00000116,Spring,2021,B+,3.14,4
ENR_0000021742,STU_00001077,CRS_00000147,Fall,2025,B,2.74,3
ENR_0000021743,STU_00001077,CRS_00000384,Summer,2022,C,2.27,4
ENR_0000021744,STU_00001077,CRS_00000483,Spring,2022,B,2.87,3
ENR_0000021745,STU_00001077,CRS_00000095,Fall,2020,B,2.84,3
ENR_0000021746,STU_00001077,CRS_00000419,Spring,2017,B-,2.56,2
ENR_0000021747,STU_00001077,CRS_00000295,Summer,2024,A,4.0,3
ENR_0000021748,STU_00001077,CRS_00000478,Spring,2022,A-,3.47,2
ENR_0000021749,STU_00001077,CRS_00000134,Summer,2023,B,2.99,3
ENR_0000021750,STU_00001077,CRS_00000352,Fall,2021,A,3.89,4
ENR_0000021751,STU_00001077,CRS_00000116,Spring,2018,A-,3.53,4
ENR_0000021752,STU_00001078,CRS_00000272,Fall,2019,A-,3.4,3
ENR_0000021753,STU_00001078,CRS_00000339,Summer,2025,A-,3.43,4
ENR_0000021754,STU_00001078,CRS_00000447,Spring,2024,A-,3.66,3
ENR_0000021755,STU_00001078,CRS_00000431,Summer,2022,B+,3.27,3
ENR_0000021756,STU_00001078,CRS_00000105,Fall,2023,A,3.77,2
ENR_0000021757,STU_00001078,CRS_00000354,Spring,2019,B,2.74,1
ENR_0000021758,STU_00001078,CRS_00000075,Fall,2023,A-,3.69,3
ENR_0000021759,STU_00001078,CRS_00000317,Fall,2021,A,3.96,3
ENR_0000021760,STU_00001078,CRS_00000185,Fall,2023,A,3.75,3
ENR_0000021761,STU_00001078,CRS_00000153,Spring,2025,A-,3.63,3
ENR_0000021762,STU_00001078,CRS_00000393,Summer,2024,B,2.96,4
ENR_0000021763,STU_00001078,CRS_00000183,Summer,2023,A-,3.63,3
ENR_0000021764,STU_00001078,CRS_00000364,Spring,2019,A-,3.48,3
ENR_0000021765,STU_00001078,CRS_00000198,Fall,2020,A,4.0,2
ENR_0000021766,STU_00001078,CRS_00000396,Fall,2024,A-,3.56,3
ENR_0000021767,STU_00001078,CRS_00000321,Summer,2020,A-,3.64,3
ENR_0000021768,STU_00001078,CRS_00000485,Summer,2021,A,3.81,3
ENR_0000021769,STU_00001078,CRS_00000027,Spring,2021,A-,3.41,3
ENR_0000021770,STU_00001078,CRS_00000020,Summer,2025,A,3.79,4
ENR_0000021771,STU_00001078,CRS_00000198,Fall,2021,A-,3.66,2
ENR_0000021772,STU_00001078,CRS_00000151,Summer,2023,A-,3.39,3
ENR_0000021773,STU_00001078,CRS_00000155,Fall,2024,A-,3.63,3
ENR_0000021774,STU_00001078,CRS_00000184,Fall,2020,B+,3.15,3
ENR_0000021775,STU_00001078,CRS_00000147,Summer,2023,B+,3.26,3
ENR_0000021776,STU_00001078,CRS_00000387,Fall,2019,B+,3.12,3
ENR_0000021777,STU_00001078,CRS_00000424,Fall,2020,A-,3.38,2
ENR_0000021778,STU_00001078,CRS_00000267,Spring,2025,B+,3.2,3
ENR_0000021779,STU_00001078,CRS_00000249,Fall,2020,B,2.98,3
ENR_0000021780,STU_00001079,CRS_00000258,Summer,2025,A-,3.64,2
ENR_0000021781,STU_00001079,CRS_00000215,Fall,2025,A-,3.41,3
ENR_0000021782,STU_00001079,CRS_00000341,Spring,2025,B+,3.23,3
ENR_0000021783,STU_00001079,CRS_00000422,Summer,2025,A-,3.56,2
ENR_0000021784,STU_00001080,CRS_00000137,Spring,2024,A-,3.61,3
ENR_0000021785,STU_00001080,CRS_00000147,Summer,2023,B+,3.04,3
ENR_0000021786,STU_00001080,CRS_00000097,Summer,2023,A-,3.45,4
ENR_0000021787,STU_00001080,CRS_00000122,Spring,2025,A,4.0,2
ENR_0000021788,STU_00001080,CRS_00000467,Summer,2025,A,3.74,2
ENR_0000021789,STU_00001080,CRS_00000110,Summer,2023,A-,3.52,3
ENR_0000021790,STU_00001080,CRS_00000173,Spring,2022,A,4.0,3
ENR_0000021791,STU_00001080,CRS_00000216,Spring,2025,A-,3.65,4
ENR_0000021792,STU_00001080,CRS_00000488,Spring,2025,A-,3.6,1
ENR_0000021793,STU_00001080,CRS_00000349,Summer,2022,A-,3.63,3
ENR_0000021794,STU_00001080,CRS_00000084,Fall,2023,A-,3.59,3
ENR_0000021795,STU_00001080,CRS_00000027,Spring,2025,A,4.0,3
ENR_0000021796,STU_00001080,CRS_00000391,Spring,2022,A-,3.65,3
ENR_0000021797,STU_00001080,CRS_00000226,Spring,2022,A-,3.42,4
ENR_0000021798,STU_00001080,CRS_00000337,Fall,2025,A,3.79,3
ENR_0000021799,STU_00001080,CRS_00000274,Spring,2023,A,3.87,3
ENR_0000021800,STU_00001081,CRS_00000439,Fall,2024,A-,3.55,3
ENR_0000021801,STU_00001081,CRS_00000379,Summer,2024,A,3.81,3
ENR_0000021802,STU_00001081,CRS_00000155,Summer,2025,A-,3.61,3
ENR_0000021803,STU_00001081,CRS_00000320,Summer,2025,A-,3.37,3
ENR_0000021804,STU_00001081,CRS_00000080,Spring,2024,A,3.71,3
ENR_0000021805,STU_00001081,CRS_00000061,Fall,2025,B+,3.17,3
ENR_0000021806,STU_00001081,CRS_00000045,Fall,2024,A,4.0,3
ENR_0000021807,STU_00001081,CRS_00000481,Fall,2025,B,2.97,3
ENR_0000021808,STU_00001081,CRS_00000111,Spring,2025,B+,3.27,3
ENR_0000021809,STU_00001081,CRS_00000187,Spring,2023,A-,3.49,4
ENR_0000021810,STU_00001081,CRS_00000177,Fall,2024,A-,3.46,3
ENR_0000021811,STU_00001081,CRS_00000136,Summer,2023,A,3.9,3
ENR_0000021812,STU_00001082,CRS_00000258,Fall,2025,A-,3.31,2
ENR_0000021813,STU_00001082,CRS_00000082,Summer,2025,A-,3.42,3
ENR_0000021814,STU_00001082,CRS_00000003,Spring,2025,A-,3.69,3
ENR_0000021815,STU_00001082,CRS_00000445,Fall,2025,A,4.0,3
ENR_0000021816,STU_00001083,CRS_00000303,Summer,2023,B+,3.1,4
ENR_0000021817,STU_00001083,CRS_00000262,Summer,2025,D,1.97,3
ENR_0000021818,STU_00001083,CRS_00000153,Spring,2024,B,2.75,3
ENR_0000021819,STU_00001083,CRS_00000336,Fall,2023,B,2.87,3
ENR_0000021820,STU_00001083,CRS_00000147,Spring,2018,B,2.91,3
ENR_0000021821,STU_00001083,CRS_00000223,Spring,2025,B+,3.12,3
ENR_0000021822,STU_00001083,CRS_00000378,Summer,2021,A,3.9,3
ENR_0000021823,STU_00001083,CRS_00000378,Fall,2022,B-,2.43,3
ENR_0000021824,STU_00001083,CRS_00000342,Fall,2018,A-,3.5,2
ENR_0000021825,STU_00001083,CRS_00000272,Spring,2018,B,2.73,3
ENR_0000021826,STU_00001083,CRS_00000296,Spring,2020,B-,2.33,4
ENR_0000021827,STU_00001083,CRS_00000462,Summer,2025,B-,2.3,3
ENR_0000021828,STU_00001083,CRS_00000171,Spring,2025,B,2.8,4
ENR_0000021829,STU_00001083,CRS_00000301,Fall,2025,B-,2.31,1
ENR_0000021830,STU_00001083,CRS_00000339,Spring,2023,A-,3.47,4
ENR_0000021831,STU_00001083,CRS_00000408,Summer,2018,B-,2.62,1
ENR_0000021832,STU_00001083,CRS_00000226,Summer,2022,B+,3.21,4
ENR_0000021833,STU_00001083,CRS_00000137,Summer,2024,B-,2.68,3
ENR_0000021834,STU_00001083,CRS_00000406,Fall,2025,D,1.47,3
ENR_0000021835,STU_00001083,CRS_00000256,Fall,2018,B-,2.69,3
ENR_0000021836,STU_00001083,CRS_00000067,Fall,2023,A-,3.52,3
ENR_0000021837,STU_00001083,CRS_00000099,Spring,2022,B-,2.31,4
ENR_0000021838,STU_00001083,CRS_00000213,Spring,2023,B+,3.12,2
ENR_0000021839,STU_00001083,CRS_00000404,Fall,2024,C,2.21,3
ENR_0000021840,STU_00001083,CRS_00000118,Fall,2018,B,2.8,3
ENR_0000021841,STU_00001083,CRS_00000003,Spring,2024,B,2.86,3
ENR_0000021842,STU_00001083,CRS_00000474,Fall,2021,B+,3.18,3
ENR_0000021843,STU_00001083,CRS_00000179,Fall,2025,C,2.09,3
ENR_0000021844,STU_00001083,CRS_00000161,Spring,2019,B-,2.43,2
ENR_0000021845,STU_00001083,CRS_00000326,Summer,2018,B+,3.0,2
ENR_0000021846,STU_00001083,CRS_00000185,Spring,2022,B+,3.04,3
ENR_0000021847,STU_00001083,CRS_00000493,Spring,2018,B,2.8,3
ENR_0000021848,STU_00001085,CRS_00000287,Fall,2017,A-,3.59,3
ENR_0000021849,STU_00001085,CRS_00000024,Summer,2017,A-,3.31,3
ENR_0000021850,STU_00001085,CRS_00000063,Spring,2020,B+,3.25,4
ENR_0000021851,STU_00001085,CRS_00000370,Spring,2020,A,3.83,3
ENR_0000021852,STU_00001085,CRS_00000152,Summer,2021,C,2.2,2
ENR_0000021853,STU_00001085,CRS_00000299,Fall,2016,B+,3.1,3
ENR_0000021854,STU_00001085,CRS_00000466,Summer,2016,A,4.0,3
ENR_0000021855,STU_00001085,CRS_00000477,Fall,2019,B+,3.09,3
ENR_0000021856,STU_00001085,CRS_00000385,Summer,2018,B,2.94,3
ENR_0000021857,STU_00001085,CRS_00000328,Spring,2018,B,2.71,4
ENR_0000021858,STU_00001085,CRS_00000179,Fall,2024,B,2.98,3
ENR_0000021859,STU_00001085,CRS_00000285,Spring,2018,B+,3.14,3
ENR_0000021860,STU_00001085,CRS_00000257,Fall,2018,B+,3.21,3
ENR_0000021861,STU_00001085,CRS_00000136,Fall,2021,A-,3.55,3
ENR_0000021862,STU_00001085,CRS_00000222,Summer,2023,A-,3.33,4
ENR_0000021863,STU_00001085,CRS_00000338,Fall,2020,B+,3.05,3
ENR_0000021864,STU_00001085,CRS_00000053,Fall,2024,A-,3.51,3
ENR_0000021865,STU_00001085,CRS_00000211,Summer,2020,B,2.73,3
ENR_0000021866,STU_00001085,CRS_00000107,Spring,2020,B-,2.57,3
ENR_0000021867,STU_00001085,CRS_00000197,Fall,2025,A-,3.41,3
ENR_0000021868,STU_00001085,CRS_00000118,Summer,2017,B-,2.67,3
ENR_0000021869,STU_00001085,CRS_00000408,Fall,2020,A-,3.47,1
ENR_0000021870,STU_00001085,CRS_00000451,Fall,2019,B+,3.27,3
ENR_0000021871,STU_00001085,CRS_00000453,Summer,2018,B+,3.12,3
ENR_0000021872,STU_00001085,CRS_00000277,Fall,2024,B-,2.35,4
ENR_0000021873,STU_00001085,CRS_00000377,Fall,2023,B,2.72,3
ENR_0000021874,STU_00001085,CRS_00000222,Spring,2023,B+,3.02,4
ENR_0000021875,STU_00001085,CRS_00000414,Summer,2016,A-,3.6,1
ENR_0000021876,STU_00001085,CRS_00000035,Summer,2019,A-,3.45,4
ENR_0000021877,STU_00001085,CRS_00000489,Summer,2022,B,2.87,3
ENR_0000021878,STU_00001085,CRS_00000471,Spring,2018,B-,2.53,4
ENR_0000021879,STU_00001085,CRS_00000015,Spring,2020,A-,3.46,3
ENR_0000021880,STU_00001085,CRS_00000139,Spring,2020,A,3.75,3
ENR_0000021881,STU_00001085,CRS_00000427,Summer,2017,B-,2.51,3
ENR_0000021882,STU_00001085,CRS_00000446,Summer,2017,A,3.98,3
ENR_0000021883,STU_00001085,CRS_00000492,Fall,2021,B-,2.54,2
ENR_0000021884,STU_00001085,CRS_00000313,Fall,2024,B,2.81,1
ENR_0000021885,STU_00001085,CRS_00000469,Spring,2022,B+,3.29,3
ENR_0000021886,STU_00001085,CRS_00000000,Fall,2017,A-,3.36,3
ENR_0000021887,STU_00001085,CRS_00000096,Summer,2025,B+,3.0,1
ENR_0000021888,STU_00001087,CRS_00000302,Fall,2018,B-,2.62,4
ENR_0000021889,STU_00001087,CRS_00000170,Spring,2021,B,2.85,2
ENR_0000021890,STU_00001087,CRS_00000124,Fall,2025,B,3.0,4
ENR_0000021891,STU_00001087,CRS_00000288,Spring,2025,B+,3.08,3
ENR_0000021892,STU_00001087,CRS_00000150,Fall,2024,B+,3.03,3
ENR_0000021893,STU_00001087,CRS_00000466,Spring,2025,B+,3.28,3
ENR_0000021894,STU_00001087,CRS_00000227,Summer,2021,B+,3.09,3
ENR_0000021895,STU_00001087,CRS_00000003,Spring,2021,B,2.89,3
ENR_0000021896,STU_00001087,CRS_00000107,Spring,2020,B+,3.24,3
ENR_0000021897,STU_00001087,CRS_00000294,Summer,2021,A-,3.67,3
ENR_0000021898,STU_00001087,CRS_00000469,Fall,2021,B+,3.07,3
ENR_0000021899,STU_00001087,CRS_00000283,Fall,2017,A-,3.33,2
ENR_0000021900,STU_00001087,CRS_00000356,Summer,2024,B,2.73,3
ENR_0000021901,STU_00001087,CRS_00000483,Summer,2017,B+,3.27,3
ENR_0000021902,STU_00001087,CRS_00000436,Summer,2019,B,2.99,3
ENR_0000021903,STU_00001087,CRS_00000105,Fall,2025,A,4.0,2
ENR_0000021904,STU_00001087,CRS_00000082,Fall,2019,A,3.77,3
ENR_0000021905,STU_00001087,CRS_00000478,Summer,2023,B+,3.11,2
ENR_0000021906,STU_00001087,CRS_00000059,Fall,2020,A,3.81,3
ENR_0000021907,STU_00001087,CRS_00000342,Summer,2020,B+,3.03,2
ENR_0000021908,STU_00001087,CRS_00000280,Spring,2025,A-,3.59,4
ENR_0000021909,STU_00001087,CRS_00000097,Fall,2022,B,2.91,4
ENR_0000021910,STU_00001087,CRS_00000250,Fall,2022,B+,3.29,3
ENR_0000021911,STU_00001087,CRS_00000348,Summer,2024,A,3.84,2
ENR_0000021912,STU_00001087,CRS_00000320,Spring,2025,B+,3.3,3
ENR_0000021913,STU_00001087,CRS_00000476,Summer,2024,A,3.82,3
ENR_0000021914,STU_00001087,CRS_00000198,Fall,2020,A-,3.69,2
ENR_0000021915,STU_00001087,CRS_00000432,Summer,2017,B+,3.15,3
ENR_0000021916,STU_00001087,CRS_00000251,Fall,2021,B,2.73,3
ENR_0000021917,STU_00001087,CRS_00000271,Spring,2018,B+,3.08,4
ENR_0000021918,STU_00001087,CRS_00000097,Summer,2024,A-,3.35,4
ENR_0000021919,STU_00001087,CRS_00000244,Fall,2019,A-,3.33,2
ENR_0000021920,STU_00001087,CRS_00000296,Fall,2017,A,3.7,4
ENR_0000021921,STU_00001087,CRS_00000459,Spring,2023,A-,3.7,3
ENR_0000021922,STU_00001087,CRS_00000283,Summer,2025,A-,3.41,2
ENR_0000021923,STU_00001087,CRS_00000321,Summer,2021,B-,2.7,3
ENR_0000021924,STU_00001088,CRS_00000366,Fall,2023,B-,2.66,3
ENR_0000021925,STU_00001088,CRS_00000174,Spring,2018,A-,3.68,3
ENR_0000021926,STU_00001088,CRS_00000339,Summer,2019,B,2.75,4
ENR_0000021927,STU_00001088,CRS_00000239,Fall,2022,B,2.81,3
ENR_0000021928,STU_00001088,CRS_00000112,Summer,2022,B-,2.56,3
ENR_0000021929,STU_00001088,CRS_00000139,Fall,2019,A-,3.56,3
ENR_0000021930,STU_00001088,CRS_00000164,Spring,2020,B-,2.63,3
ENR_0000021931,STU_00001088,CRS_00000335,Summer,2019,B,3.0,3
ENR_0000021932,STU_00001088,CRS_00000041,Summer,2024,C,2.26,3
ENR_0000021933,STU_00001088,CRS_00000369,Spring,2019,B+,3.17,3
ENR_0000021934,STU_00001088,CRS_00000167,Summer,2025,B,2.91,3
ENR_0000021935,STU_00001088,CRS_00000383,Spring,2024,C,2.04,2
ENR_0000021936,STU_00001088,CRS_00000198,Spring,2024,B-,2.59,2
ENR_0000021937,STU_00001088,CRS_00000356,Summer,2022,B,2.91,3
ENR_0000021938,STU_00001088,CRS_00000036,Summer,2023,C,2.27,3
ENR_0000021939,STU_00001088,CRS_00000410,Summer,2024,B,2.91,3
ENR_0000021940,STU_00001088,CRS_00000421,Summer,2022,A-,3.5,3
ENR_0000021941,STU_00001088,CRS_00000340,Fall,2017,B+,3.11,3
ENR_0000021942,STU_00001088,CRS_00000109,Summer,2021,B-,2.54,3
ENR_0000021943,STU_00001088,CRS_00000337,Summer,2021,C,2.05,3
ENR_0000021944,STU_00001088,CRS_00000335,Fall,2018,C,2.24,3
ENR_0000021945,STU_00001088,CRS_00000103,Summer,2021,A-,3.41,3
ENR_0000021946,STU_00001088,CRS_00000044,Summer,2020,B,2.99,3
ENR_0000021947,STU_00001088,CRS_00000069,Summer,2018,B,2.85,3
ENR_0000021948,STU_00001088,CRS_00000266,Summer,2021,B-,2.39,2
ENR_0000021949,STU_00001088,CRS_00000223,Summer,2021,B-,2.4,3
ENR_0000021950,STU_00001088,CRS_00000247,Spring,2022,C,2.15,3
ENR_0000021951,STU_00001088,CRS_00000366,Fall,2024,C,2.15,3
ENR_0000021952,STU_00001088,CRS_00000076,Fall,2025,B,2.7,2
ENR_0000021953,STU_00001088,CRS_00000060,Fall,2022,B+,3.28,3
ENR_0000021954,STU_00001088,CRS_00000095,Summer,2022,B,2.77,3
ENR_0000021955,STU_00001088,CRS_00000470,Summer,2019,B-,2.61,3
ENR_0000021956,STU_00001088,CRS_00000298,Spring,2017,C,2.11,3
ENR_0000021957,STU_00001088,CRS_00000320,Fall,2022,B+,3.09,3
ENR_0000021958,STU_00001088,CRS_00000144,Spring,2020,C,2.26,3
ENR_0000021959,STU_00001088,CRS_00000352,Summer,2017,C,2.28,4
ENR_0000021960,STU_00001089,CRS_00000181,Spring,2023,B-,2.66,3
ENR_0000021961,STU_00001089,CRS_00000349,Spring,2021,B+,3.1,3
ENR_0000021962,STU_00001089,CRS_00000313,Fall,2023,C,2.1,1
ENR_0000021963,STU_00001089,CRS_00000472,Fall,2024,C,2.07,3
ENR_0000021964,STU_00001089,CRS_00000497,Fall,2022,B-,2.54,3
ENR_0000021965,STU_00001089,CRS_00000071,Summer,2022,B,2.96,3
ENR_0000021966,STU_00001089,CRS_00000496,Fall,2023,C,2.28,3
ENR_0000021967,STU_00001089,CRS_00000215,Summer,2021,A-,3.31,3
ENR_0000021968,STU_00001089,CRS_00000121,Summer,2025,A-,3.35,4
ENR_0000021969,STU_00001089,CRS_00000081,Fall,2025,C,2.13,3
