grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000000479,FAC_00000417,122242,USDA,2020-07-22,2022-07-22,College of Natural Sciences,Completed,3
GNT_0000000480,FAC_00000060,49107,EPA,2021-08-07,2025-08-06,College of Natural Sciences,Completed,3
GNT_0000000481,FAC_00000228,1507499,EPA,2021-05-09,2025-05-08,College of Natural Sciences,Completed,52
GNT_0000000482,FAC_00000385,1624390,DOD,2020-07-16,2022-07-16,College of Natural Sciences,Completed,30
GNT_0000000483,FAC_00000614,76227,NSF,2022-02-24,2024-02-24,College of Natural Sciences,Completed,0
GNT_0000000484,FAC_00000059,506383,EPA,2022-08-15,2025-08-14,College of Natural Sciences,Completed,23
GNT_0000000485,FAC_00000230,17526,USDA,2023-12-13,2026-12-12,College of Natural Sciences,Active,0
GNT_0000000486,FAC_00000281,146149,USDA,2020-03-19,2023-03-19,College of Natural Sciences,Completed,3
GNT_0000000487,FAC_00000419,341192,EPA,2019-07-19,2021-07-18,College of Natural Sciences,Completed,5
GNT_0000000488,FAC_00000314,47191,USDA,2019-02-10,2023-02-09,College of Natural Sciences,Completed,3
GNT_0000000489,FAC_00000101,83813,DOD,2020-04-07,2024-04-06,College of Natural Sciences,Completed,6
GNT_0000000490,FAC_00000142,42803,DOC,2023-07-05,2026-07-04,College of Natural Sciences,Completed,0
GNT_0000000491,FAC_00000687,1451426,DOD,2023-10-20,2026-10-19,College of Natural Sciences,Active,40
GNT_0000000492,FAC_00000142,190726,DOC,2018-10-09,2020-10-08,College of Natural Sciences,Completed,4
GNT_0000000493,FAC_00000069,2069567,DOE,2021-07-21,2024-07-20,College of Natural Sciences,Completed,67
GNT_0000000494,FAC_00000507,960398,DOE,2020-07-09,2022-07-09,College of Natural Sciences,Completed,14
GNT_0000000495,FAC_00000453,5000000,EPA,2022-06-02,2024-06-01,College of Natural Sciences,Completed,99
GNT_0000000496,FAC_00000442,434528,DOC,2024-10-19,2026-10-19,College of Natural Sciences,Active,8
GNT_0000000497,FAC_00000461,331852,DOC,2021-10-19,2025-10-18,College of Natural Sciences,Completed,8
GNT_0000000498,FAC_00000605,107468,DOC,2019-01-23,2022-01-22,College of Natural Sciences,Completed,4
GNT_0000000499,FAC_00000073,226687,Industrial Partner,2023-01-04,2026-01-03,College of Natural Sciences,Completed,7
GNT_0000000500,FAC_00000208,203673,USDA,2023-01-18,2025-01-17,College of Natural Sciences,Completed,7
GNT_0000000501,FAC_00000529,21199,NSF,2019-10-18,2022-10-17,College of Natural Sciences,Completed,1
GNT_0000000502,FAC_00000054,249241,DOC,2019-06-16,2021-06-15,College of Natural Sciences,Completed,5
GNT_0000000503,FAC_00000023,51714,DOD,2018-04-19,2020-04-18,College of Natural Sciences,Completed,0
GNT_0000000504,FAC_00000256,49113,DOC,2020-01-18,2022-01-17,College of Natural Sciences,Completed,0
GNT_0000000505,FAC_00000374,348074,DOC,2018-04-27,2022-04-26,College of Natural Sciences,Completed,11
GNT_0000000506,FAC_00000488,417875,Industrial Partner,2018-11-23,2022-11-22,College of Natural Sciences,Completed,24
GNT_0000000507,FAC_00000377,2456062,DOC,2023-06-06,2027-06-05,College of Natural Sciences,Active,121
GNT_0000000508,FAC_00000699,1283523,NSF,2023-02-23,2027-02-22,College of Natural Sciences,Active,37
GNT_0000000509,FAC_00000365,418343,DOD,2019-02-18,2023-02-17,College of Natural Sciences,Completed,10
GNT_0000000510,FAC_00000347,97087,DOE,2023-10-14,2026-10-13,College of Natural Sciences,Active,3
GNT_0000000511,FAC_00000302,980069,NSF,2023-11-17,2028-11-15,College of Natural Sciences,Active,42
GNT_0000000512,FAC_00000101,555469,NIH,2024-05-10,2025-05-10,College of Natural Sciences,Completed,6
GNT_0000000513,FAC_00000643,1056868,NIH,2020-03-21,2023-03-21,College of Natural Sciences,Completed,28
GNT_0000000514,FAC_00000006,3102919,DOE,2024-05-13,2027-05-13,College of Natural Sciences,Active,110
GNT_0000000515,FAC_00000021,137673,EPA,2021-05-24,2023-05-24,College of Natural Sciences,Completed,0
GNT_0000000516,FAC_00000473,274119,Industrial Partner,2021-09-25,2026-09-24,College of Natural Sciences,Active,12
GNT_0000000517,FAC_00000362,148669,DOC,2021-09-10,2023-09-10,College of Natural Sciences,Completed,2
GNT_0000000518,FAC_00000379,477817,USDA,2023-10-25,2027-10-24,College of Natural Sciences,Active,21
GNT_0000000519,FAC_00000174,496842,DOC,2020-11-20,2023-11-20,College of Natural Sciences,Completed,13
GNT_0000000520,FAC_00000596,281556,NSF,2024-12-15,2029-12-14,College of Natural Sciences,Active,13
GNT_0000000521,FAC_00000235,723540,EPA,2021-10-12,2024-10-11,College of Natural Sciences,Completed,26
GNT_0000000522,FAC_00000130,361617,DOC,2022-08-06,2025-08-05,College of Natural Sciences,Completed,16
GNT_0000000523,FAC_00000284,431786,Private Foundation,2019-09-12,2023-09-11,College of Natural Sciences,Completed,14
GNT_0000000524,FAC_00000534,8872,Private Foundation,2024-08-11,2025-08-11,College of Natural Sciences,Completed,0
GNT_0000000525,FAC_00000650,224737,DOE,2018-11-23,2020-11-22,College of Natural Sciences,Completed,4
GNT_0000000526,FAC_00000206,27698,DOD,2024-10-12,2026-10-12,College of Natural Sciences,Active,0
GNT_0000000527,FAC_00000021,516782,DOE,2023-09-05,2028-09-03,College of Natural Sciences,Active,28
GNT_0000000528,FAC_00000623,1086928,Industrial Partner,2019-09-24,2022-09-23,College of Natural Sciences,Completed,29
GNT_0000000529,FAC_00000618,174963,NIH,2020-02-27,2025-02-25,College of Natural Sciences,Completed,11
GNT_0000000530,FAC_00000372,113567,DOC,2018-10-02,2021-10-01,College of Natural Sciences,Completed,4
GNT_0000000531,FAC_00000573,292037,NIH,2024-03-05,2027-03-05,College of Natural Sciences,Active,8
GNT_0000000532,FAC_00000074,414596,Private Foundation,2024-02-15,2026-02-14,College of Natural Sciences,Cancelled,6
GNT_0000000533,FAC_00000341,1157957,DOE,2022-12-19,2026-12-18,College of Natural Sciences,Active,45
GNT_0000000534,FAC_00000496,63693,EPA,2023-08-24,2026-08-23,College of Natural Sciences,Active,1
GNT_0000000535,FAC_00000285,182814,NIH,2022-09-20,2024-09-19,College of Natural Sciences,Completed,3
GNT_0000000536,FAC_00000281,106054,NIH,2020-11-22,2022-11-22,College of Natural Sciences,Completed,1
GNT_0000000537,FAC_00000410,584191,USDA,2021-11-27,2023-11-27,College of Natural Sciences,Cancelled,12
GNT_0000000538,FAC_00000195,637561,DOC,2018-02-27,2023-02-26,College of Natural Sciences,Completed,29
GNT_0000000539,FAC_00000487,1898350,NSF,2022-03-10,2024-03-09,College of Natural Sciences,Cancelled,38
GNT_0000000540,FAC_00000178,42399,Private Foundation,2024-09-18,2026-09-18,College of Natural Sciences,Active,1
GNT_0000000541,FAC_00000072,246104,USDA,2024-04-21,2027-04-21,College of Natural Sciences,Active,8
GNT_0000000542,FAC_00000486,970516,DOD,2021-10-28,2022-10-28,College of Natural Sciences,Completed,10
GNT_0000000543,FAC_00000246,1766912,DOD,2024-08-03,2027-08-03,College of Natural Sciences,Active,59
GNT_0000000544,FAC_00000328,43975,NSF,2022-08-01,2026-07-31,College of Natural Sciences,Active,0
GNT_0000000545,FAC_00000073,81192,Private Foundation,2023-06-25,2027-06-24,College of Natural Sciences,Active,2
GNT_0000000546,FAC_00000665,1648347,Private Foundation,2021-10-17,2023-10-17,College of Natural Sciences,Completed,23
GNT_0000000547,FAC_00000228,51176,DOE,2022-05-09,2025-05-08,College of Natural Sciences,Completed,2
GNT_0000000548,FAC_00000376,321422,EPA,2023-06-26,2025-06-25,College of Natural Sciences,Completed,7
GNT_0000000549,FAC_00000234,50951,Industrial Partner,2021-02-26,2024-02-26,College of Natural Sciences,Completed,0
GNT_0000000550,FAC_00000269,68895,NIH,2023-05-26,2024-05-25,College of Natural Sciences,Completed,2
GNT_0000000551,FAC_00000219,441201,NIH,2023-04-14,2028-04-12,College of Natural Sciences,Active,21
GNT_0000000552,FAC_00000576,28569,USDA,2023-08-25,2028-08-23,College of Natural Sciences,Active,0
GNT_0000000553,FAC_00000087,49178,EPA,2024-03-17,2029-03-16,College of Natural Sciences,Active,1
GNT_0000000554,FAC_00000548,12979,DOE,2024-07-17,2026-07-17,College of Natural Sciences,Active,0
GNT_0000000555,FAC_00000473,5000000,USDA,2021-02-03,2022-02-03,College of Natural Sciences,Completed,53
GNT_0000000556,FAC_00000490,323552,DOC,2018-03-24,2020-03-23,College of Natural Sciences,Completed,8
GNT_0000000557,FAC_00000553,90332,DOE,2019-04-21,2024-04-19,College of Natural Sciences,Completed,6
GNT_0000000558,FAC_00000617,54362,Industrial Partner,2022-01-07,2027-01-06,College of Natural Sciences,Active,3
GNT_0000000559,FAC_00000324,43105,DOE,2024-09-17,2026-09-17,College of Natural Sciences,Active,1
GNT_0000000560,FAC_00000353,329838,DOD,2023-06-25,2025-06-24,College of Natural Sciences,Completed,5
GNT_0000000561,FAC_00000371,497875,EPA,2022-07-28,2025-07-27,College of Natural Sciences,Completed,16
GNT_0000000562,FAC_00000576,908697,NIH,2021-09-04,2024-09-03,College of Natural Sciences,Completed,22
GNT_0000000563,FAC_00000675,65678,Private Foundation,2022-02-19,2024-02-19,College of Natural Sciences,Completed,0
GNT_0000000564,FAC_00000249,257039,DOE,2021-04-20,2023-04-20,College of Natural Sciences,Completed,4
GNT_0000000565,FAC_00000195,357359,DOC,2023-08-27,2025-08-26,College of Natural Sciences,Completed,7
GNT_0000000566,FAC_00000159,138400,DOC,2022-09-03,2024-09-02,College of Natural Sciences,Completed,1
GNT_0000000567,FAC_00000105,29333,Industrial Partner,2021-05-11,2025-05-10,College of Natural Sciences,Completed,0
GNT_0000000568,FAC_00000007,7270,DOD,2021-10-01,2023-10-01,College of Natural Sciences,Completed,0
GNT_0000000569,FAC_00000418,38691,Industrial Partner,2024-01-24,2027-01-23,College of Natural Sciences,Active,3
GNT_0000000570,FAC_00000381,597994,NIH,2021-10-22,2023-10-22,College of Natural Sciences,Completed,12
GNT_0000000571,FAC_00000090,5000,USDA,2021-12-19,2024-12-18,College of Natural Sciences,Completed,0
GNT_0000000572,FAC_00000656,155623,NSF,2024-11-28,2026-11-28,College of Natural Sciences,Active,1
GNT_0000000573,FAC_00000657,567463,DOE,2024-03-27,2026-03-27,College of Natural Sciences,Completed,11
GNT_0000000574,FAC_00000427,321275,USDA,2022-02-15,2026-02-14,College of Natural Sciences,Completed,12
GNT_0000000575,FAC_00000644,5000000,Private Foundation,2024-08-19,2026-08-19,College of Natural Sciences,Active,99
GNT_0000000576,FAC_00000180,314613,DOC,2022-01-12,2025-01-11,College of Natural Sciences,Completed,9
GNT_0000000577,FAC_00000076,90600,NSF,2022-06-05,2024-06-04,College of Natural Sciences,Completed,4
GNT_0000000578,FAC_00000546,1290630,DOE,2023-09-28,2028-09-26,College of Natural Sciences,Active,64
GNT_0000000579,FAC_00000339,169611,NSF,2022-07-14,2025-07-13,College of Natural Sciences,Completed,8
GNT_0000000580,FAC_00000115,29028,NSF,2023-10-07,2026-10-06,College of Natural Sciences,Active,3
GNT_0000000581,FAC_00000139,292892,USDA,2022-04-27,2027-04-26,College of Natural Sciences,Active,12
GNT_0000000582,FAC_00000475,33331,EPA,2019-06-03,2023-06-02,College of Natural Sciences,Completed,0
GNT_0000000583,FAC_00000617,63097,Private Foundation,2019-11-27,2022-11-26,College of Natural Sciences,Completed,0
GNT_0000000584,FAC_00000205,323972,Industrial Partner,2021-11-11,2024-11-10,College of Natural Sciences,Completed,7
GNT_0000000585,FAC_00000687,359333,DOC,2022-12-17,2027-12-16,College of Natural Sciences,Active,21
GNT_0000000586,FAC_00000648,5000,Industrial Partner,2018-09-25,2020-09-24,College of Natural Sciences,Completed,0
GNT_0000000587,FAC_00000229,162276,EPA,2021-01-25,2024-01-25,College of Natural Sciences,Completed,7
GNT_0000000588,FAC_00000020,41006,DOE,2022-12-15,2026-12-14,College of Natural Sciences,Active,2
GNT_0000000589,FAC_00000467,5000000,DOC,2021-12-01,2023-12-01,College of Natural Sciences,Cancelled,98
GNT_0000000590,FAC_00000045,206491,NSF,2023-11-11,2025-11-10,College of Natural Sciences,Completed,4
GNT_0000000591,FAC_00000208,142983,USDA,2020-04-05,2024-04-04,College of Natural Sciences,Completed,5
GNT_0000000592,FAC_00000470,22886,DOC,2024-11-13,2026-11-13,College of Natural Sciences,Active,0
GNT_0000000593,FAC_00000615,1141387,EPA,2021-01-24,2022-01-24,College of Natural Sciences,Completed,10
GNT_0000000594,FAC_00000210,325086,USDA,2022-12-04,2027-12-03,College of Natural Sciences,Active,14
GNT_0000000595,FAC_00000572,2497493,DOD,2022-02-19,2024-02-19,College of Natural Sciences,Cancelled,65
GNT_0000000596,FAC_00000017,55413,NSF,2023-04-26,2024-04-25,College of Natural Sciences,Completed,2
GNT_0000000597,FAC_00000282,1202253,DOD,2020-10-03,2023-10-03,College of Natural Sciences,Cancelled,32
GNT_0000000598,FAC_00000628,3250179,NIH,2023-01-08,2026-01-07,College of Natural Sciences,Completed,108
GNT_0000000599,FAC_00000183,5000000,NSF,2021-09-05,2025-09-04,College of Natural Sciences,Completed,213
GNT_0000000600,FAC_00000331,377715,DOC,2024-10-16,2027-10-16,College of Natural Sciences,Active,8
GNT_0000000601,FAC_00000267,1382301,NSF,2020-05-05,2023-05-05,College of Natural Sciences,Completed,47
GNT_0000000602,FAC_00000562,65993,NIH,2018-11-28,2021-11-27,College of Natural Sciences,Completed,2
GNT_0000000603,FAC_00000079,111225,DOC,2021-06-12,2024-06-11,College of Natural Sciences,Completed,4
GNT_0000000604,FAC_00000519,180894,DOE,2024-02-08,2026-02-07,College of Natural Sciences,Completed,2
GNT_0000000605,FAC_00000609,47760,DOD,2021-12-14,2022-12-14,College of Natural Sciences,Completed,1
GNT_0000000606,FAC_00000575,49381,DOD,2024-01-19,2029-01-17,College of Natural Sciences,Active,2
GNT_0000000607,FAC_00000390,16399,DOD,2019-01-23,2020-01-23,College of Natural Sciences,Completed,0
GNT_0000000608,FAC_00000174,853782,USDA,2019-09-11,2022-09-10,College of Natural Sciences,Completed,21
GNT_0000000609,FAC_00000196,16008,Industrial Partner,2022-09-26,2026-09-25,College of Natural Sciences,Active,0
GNT_0000000610,FAC_00000098,733927,NIH,2022-02-28,2025-02-27,College of Natural Sciences,Completed,25
GNT_0000000611,FAC_00000578,11383,NSF,2021-09-23,2024-09-22,College of Natural Sciences,Completed,0
GNT_0000000612,FAC_00000533,88860,Industrial Partner,2023-02-02,2026-02-01,College of Natural Sciences,Completed,0
GNT_0000000613,FAC_00000589,246047,Private Foundation,2019-05-11,2022-05-10,College of Natural Sciences,Completed,7
GNT_0000000614,FAC_00000411,244580,DOD,2018-01-05,2020-01-05,College of Natural Sciences,Completed,4
GNT_0000000615,FAC_00000640,40081,DOD,2023-05-07,2027-05-06,College of Natural Sciences,Active,1
GNT_0000000616,FAC_00000654,672177,Industrial Partner,2020-12-15,2022-12-15,College of Natural Sciences,Completed,13
GNT_0000000617,FAC_00000361,408777,EPA,2022-04-13,2025-04-12,College of Natural Sciences,Completed,14
GNT_0000000618,FAC_00000628,79916,Private Foundation,2019-02-11,2022-02-10,College of Natural Sciences,Completed,3
GNT_0000000619,FAC_00000512,1977618,DOC,2024-12-26,2028-12-25,College of Natural Sciences,Active,83
GNT_0000000620,FAC_00000663,265011,NIH,2022-09-16,2025-09-15,College of Natural Sciences,Completed,9
GNT_0000000621,FAC_00000515,126007,NIH,2023-04-13,2025-04-12,College of Natural Sciences,Completed,5
GNT_0000000622,FAC_00000316,30613,USDA,2022-07-05,2024-07-04,College of Natural Sciences,Completed,0
GNT_0000000623,FAC_00000530,8371,DOC,2021-08-03,2023-08-03,College of Natural Sciences,Completed,0
GNT_0000000624,FAC_00000590,90001,DOD,2018-04-23,2020-04-22,College of Natural Sciences,Completed,2
GNT_0000000625,FAC_00000676,184415,DOE,2022-06-17,2025-06-16,College of Natural Sciences,Completed,9
GNT_0000000626,FAC_00000170,293789,NIH,2019-12-20,2020-12-19,College of Natural Sciences,Completed,6
GNT_0000000627,FAC_00000697,88297,DOE,2023-07-19,2025-07-18,College of Natural Sciences,Completed,1
GNT_0000000628,FAC_00000107,1163984,Industrial Partner,2020-04-07,2022-04-07,College of Natural Sciences,Completed,22
GNT_0000000629,FAC_00000235,388896,NIH,2021-06-08,2023-06-08,College of Natural Sciences,Completed,7
GNT_0000000630,FAC_00000387,72977,NIH,2018-10-02,2021-10-01,College of Natural Sciences,Completed,1
GNT_0000000631,FAC_00000298,285301,DOC,2018-12-01,2023-11-30,College of Natural Sciences,Completed,23
GNT_0000000632,FAC_00000116,92196,Private Foundation,2024-11-11,2028-11-10,College of Natural Sciences,Active,6
GNT_0000000633,FAC_00000653,278634,DOD,2019-09-11,2022-09-10,College of Natural Sciences,Completed,9
GNT_0000000634,FAC_00000662,68131,NIH,2018-07-03,2020-07-02,College of Natural Sciences,Completed,1
GNT_0000000635,FAC_00000348,605474,NSF,2024-06-21,2027-06-21,College of Natural Sciences,Active,15
GNT_0000000636,FAC_00000491,401362,Industrial Partner,2021-05-15,2023-05-15,College of Natural Sciences,Completed,5
GNT_0000000637,FAC_00000699,111331,NSF,2024-11-08,2028-11-07,College of Natural Sciences,Active,6
GNT_0000000638,FAC_00000334,533880,DOC,2018-02-21,2020-02-21,College of Natural Sciences,Completed,9
GNT_0000000639,FAC_00000413,921384,NIH,2020-06-28,2022-06-28,College of Natural Sciences,Completed,35
GNT_0000000640,FAC_00000693,1043487,NSF,2019-07-27,2020-07-26,College of Natural Sciences,Completed,9
GNT_0000000641,FAC_00000112,581926,DOE,2021-07-08,2025-07-07,College of Natural Sciences,Completed,29
GNT_0000000642,FAC_00000587,660786,NIH,2019-10-16,2021-10-15,College of Natural Sciences,Completed,18
GNT_0000000643,FAC_00000362,562592,Industrial Partner,2022-10-06,2025-10-05,College of Natural Sciences,Completed,16
GNT_0000000644,FAC_00000347,257147,DOE,2022-06-12,2024-06-11,College of Natural Sciences,Completed,4
GNT_0000000645,FAC_00000004,191566,DOC,2021-02-04,2023-02-04,College of Natural Sciences,Cancelled,2
GNT_0000000646,FAC_00000654,313800,Private Foundation,2024-07-10,2027-07-10,College of Natural Sciences,Active,10
GNT_0000000647,FAC_00000385,120188,DOC,2023-04-13,2026-04-12,College of Natural Sciences,Completed,3
GNT_0000000648,FAC_00000202,1887103,EPA,2021-11-20,2025-11-19,College of Natural Sciences,Completed,86
GNT_0000000649,FAC_00000470,323915,NSF,2024-01-22,2027-01-21,College of Natural Sciences,Active,11
GNT_0000000650,FAC_00000558,437586,USDA,2019-03-27,2021-03-26,College of Natural Sciences,Completed,5
GNT_0000000651,FAC_00000622,112204,NSF,2019-09-08,2024-09-06,College of Natural Sciences,Completed,3
GNT_0000000652,FAC_00000591,223839,NIH,2018-08-16,2019-08-16,College of Natural Sciences,Cancelled,5
GNT_0000000653,FAC_00000651,145027,DOE,2024-03-15,2029-03-14,College of Natural Sciences,Active,8
GNT_0000000654,FAC_00000002,612787,EPA,2019-01-28,2022-01-27,College of Natural Sciences,Completed,20
GNT_0000000655,FAC_00000676,54949,DOD,2018-03-18,2020-03-17,College of Natural Sciences,Cancelled,0
GNT_0000000656,FAC_00000343,34226,NSF,2022-10-14,2025-10-13,College of Natural Sciences,Cancelled,1
GNT_0000000657,FAC_00000450,74810,EPA,2019-11-13,2023-11-12,College of Natural Sciences,Completed,4
GNT_0000000658,FAC_00000535,31489,Private Foundation,2024-07-01,2026-07-01,College of Natural Sciences,Completed,0
GNT_0000000659,FAC_00000116,94885,DOD,2020-06-08,2025-06-07,College of Natural Sciences,Completed,4
GNT_0000000660,FAC_00000246,32436,DOE,2021-05-06,2025-05-05,College of Natural Sciences,Completed,2
GNT_0000000661,FAC_00000115,889289,NSF,2022-09-03,2023-09-03,College of Natural Sciences,Completed,6
GNT_0000000662,FAC_00000397,65313,NIH,2020-07-26,2021-07-26,College of Natural Sciences,Completed,0
GNT_0000000663,FAC_00000314,70887,NSF,2020-05-09,2024-05-08,College of Natural Sciences,Completed,3
GNT_0000000664,FAC_00000211,70661,DOD,2023-02-27,2026-02-26,College of Natural Sciences,Completed,0
GNT_0000000665,FAC_00000025,4996228,USDA,2022-12-22,2025-12-21,College of Natural Sciences,Completed,159
GNT_0000000666,FAC_00000448,327334,NSF,2024-07-03,2028-07-02,College of Natural Sciences,Active,13
GNT_0000000667,FAC_00000680,1468140,Industrial Partner,2019-01-04,2023-01-03,College of Natural Sciences,Completed,64
GNT_0000000668,FAC_00000037,207849,Industrial Partner,2020-10-23,2022-10-23,College of Natural Sciences,Completed,4
GNT_0000000669,FAC_00000663,3407599,USDA,2019-08-11,2021-08-10,College of Natural Sciences,Completed,61
GNT_0000000670,FAC_00000685,1545195,EPA,2019-11-07,2021-11-06,College of Natural Sciences,Completed,28
GNT_0000000671,FAC_00000578,138349,USDA,2022-06-18,2025-06-17,College of Natural Sciences,Completed,5
GNT_0000000672,FAC_00000576,715918,USDA,2024-11-10,2026-11-10,College of Natural Sciences,Active,12
GNT_0000000673,FAC_00000355,55982,NSF,2024-07-27,2026-07-27,College of Natural Sciences,Active,4
GNT_0000000674,FAC_00000697,3504653,Industrial Partner,2018-05-02,2020-05-01,College of Natural Sciences,Completed,64
GNT_0000000675,FAC_00000264,474291,USDA,2018-06-04,2022-06-03,College of Natural Sciences,Completed,22
GNT_0000000676,FAC_00000119,35170,USDA,2021-01-07,2024-01-07,College of Natural Sciences,Completed,0
GNT_0000000677,FAC_00000175,693361,Industrial Partner,2022-11-18,2025-11-17,College of Natural Sciences,Completed,18
GNT_0000000678,FAC_00000040,2279137,NIH,2022-09-01,2023-09-01,College of Natural Sciences,Completed,24
GNT_0000000679,FAC_00000086,479477,EPA,2020-03-16,2022-03-16,College of Natural Sciences,Completed,10
GNT_0000000680,FAC_00000619,100388,USDA,2018-04-01,2020-03-31,College of Natural Sciences,Completed,1
GNT_0000000681,FAC_00000178,984176,NIH,2019-05-05,2022-05-04,College of Natural Sciences,Completed,31
GNT_0000000682,FAC_00000531,435505,DOE,2024-08-14,2027-08-14,College of Natural Sciences,Active,19
GNT_0000000683,FAC_00000254,1244583,USDA,2024-04-14,2028-04-13,College of Natural Sciences,Active,44
GNT_0000000684,FAC_00000478,824553,DOC,2024-03-28,2028-03-27,College of Natural Sciences,Active,48
GNT_0000000685,FAC_00000506,261504,NIH,2021-09-28,2026-09-27,College of Natural Sciences,Active,14
GNT_0000000686,FAC_00000132,158060,Private Foundation,2019-02-09,2023-02-08,College of Natural Sciences,Completed,11
GNT_0000000687,FAC_00000557,1773595,NSF,2020-11-09,2022-11-09,College of Natural Sciences,Completed,42
GNT_0000000688,FAC_00000071,215587,NIH,2024-11-09,2026-11-09,College of Natural Sciences,Active,4
GNT_0000000689,FAC_00000338,785775,NIH,2021-08-04,2023-08-04,College of Natural Sciences,Completed,19
GNT_0000000690,FAC_00000588,21193,Industrial Partner,2020-09-25,2022-09-25,College of Natural Sciences,Completed,0
GNT_0000000691,FAC_00000431,1058926,NSF,2019-10-08,2022-10-07,College of Natural Sciences,Completed,26
GNT_0000000692,FAC_00000112,111768,NSF,2021-10-11,2024-10-10,College of Natural Sciences,Completed,3
GNT_0000000693,FAC_00000511,26644,NIH,2024-04-01,2029-03-31,College of Natural Sciences,Active,1
GNT_0000000694,FAC_00000607,101011,DOC,2018-10-14,2023-10-13,College of Natural Sciences,Completed,7
GNT_0000000695,FAC_00000336,40740,Industrial Partner,2018-10-26,2019-10-26,College of Natural Sciences,Completed,0
GNT_0000000696,FAC_00000374,202201,DOC,2024-01-14,2025-01-13,College of Natural Sciences,Completed,0
GNT_0000000697,FAC_00000103,45204,USDA,2022-08-13,2025-08-12,College of Natural Sciences,Completed,1
GNT_0000000698,FAC_00000393,340589,Private Foundation,2022-05-23,2027-05-22,College of Natural Sciences,Active,19
GNT_0000000699,FAC_00000266,47597,DOE,2021-11-28,2026-11-27,College of Natural Sciences,Active,3
GNT_0000000700,FAC_00000245,913001,Industrial Partner,2019-10-21,2022-10-20,College of Natural Sciences,Completed,29
GNT_0000000701,FAC_00000129,102647,DOE,2024-12-01,2029-11-30,College of Natural Sciences,Active,10
GNT_0000000702,FAC_00000461,215000,EPA,2023-10-06,2027-10-05,College of Natural Sciences,Active,6
GNT_0000000703,FAC_00000264,29890,NIH,2019-03-17,2022-03-16,College of Natural Sciences,Completed,0
GNT_0000000704,FAC_00000052,133947,NSF,2019-09-25,2021-09-24,College of Natural Sciences,Completed,4
GNT_0000000705,FAC_00000231,865985,DOE,2022-05-20,2024-05-19,College of Natural Sciences,Completed,20
GNT_0000000706,FAC_00000172,1054836,DOD,2021-09-15,2023-09-15,College of Natural Sciences,Completed,26
GNT_0000000707,FAC_00000179,518840,Industrial Partner,2019-05-28,2021-05-27,College of Natural Sciences,Completed,10
GNT_0000000708,FAC_00000674,10119,DOD,2024-06-25,2025-06-25,College of Natural Sciences,Completed,0
GNT_0000000709,FAC_00000678,68633,EPA,2022-06-04,2025-06-03,College of Natural Sciences,Completed,2
GNT_0000000710,FAC_00000216,75967,USDA,2020-12-08,2023-12-08,College of Natural Sciences,Completed,5
GNT_0000000711,FAC_00000469,582723,USDA,2018-06-18,2019-06-18,College of Natural Sciences,Completed,8
GNT_0000000712,FAC_00000356,1326012,DOE,2018-12-15,2021-12-14,College of Natural Sciences,Completed,30
GNT_0000000713,FAC_00000368,38615,NSF,2021-03-28,2025-03-27,College of Natural Sciences,Completed,2
GNT_0000000714,FAC_00000262,116783,Private Foundation,2022-08-04,2025-08-03,College of Natural Sciences,Completed,2
GNT_0000000715,FAC_00000191,79935,Industrial Partner,2020-08-09,2022-08-09,College of Natural Sciences,Completed,1
GNT_0000000716,FAC_00000610,749760,DOD,2022-04-01,2025-03-31,College of Natural Sciences,Completed,25
GNT_0000000717,FAC_00000626,1493275,USDA,2021-11-14,2025-11-13,College of Natural Sciences,Completed,56
GNT_0000000718,FAC_00000271,12033,NSF,2018-09-18,2020-09-17,College of Natural Sciences,Completed,0
GNT_0000000719,FAC_00000462,396335,USDA,2022-02-26,2026-02-25,College of Natural Sciences,Completed,11
GNT_0000000720,FAC_00000074,2455650,NIH,2023-02-25,2026-02-24,College of Natural Sciences,Completed,90
GNT_0000000721,FAC_00000141,25764,DOD,2021-07-27,2026-07-26,College of Natural Sciences,Active,3
GNT_0000000722,FAC_00000111,5000000,EPA,2021-05-25,2026-05-24,College of Natural Sciences,Completed,274
GNT_0000000723,FAC_00000460,24641,EPA,2020-12-25,2022-12-25,College of Natural Sciences,Completed,0
GNT_0000000724,FAC_00000343,31944,Private Foundation,2019-01-07,2022-01-06,College of Natural Sciences,Completed,1
GNT_0000000725,FAC_00000179,51322,NSF,2021-05-07,2025-05-06,College of Natural Sciences,Completed,3
GNT_0000000726,FAC_00000492,147536,DOD,2023-10-17,2027-10-16,College of Natural Sciences,Active,7
GNT_0000000727,FAC_00000146,158121,Private Foundation,2019-09-03,2020-09-02,College of Natural Sciences,Completed,0
GNT_0000000728,FAC_00000135,36270,Private Foundation,2018-09-16,2021-09-15,College of Natural Sciences,Completed,0
GNT_0000000729,FAC_00000557,9183,USDA,2024-04-18,2029-04-17,College of Natural Sciences,Active,1
GNT_0000000730,FAC_00000047,5000000,DOD,2024-08-15,2028-08-14,College of Natural Sciences,Active,223
GNT_0000000731,FAC_00000235,59670,Private Foundation,2023-11-24,2025-11-23,College of Natural Sciences,Completed,0
GNT_0000000732,FAC_00000089,178400,EPA,2020-06-17,2023-06-17,College of Natural Sciences,Completed,3
GNT_0000000733,FAC_00000355,396020,DOE,2023-04-24,2028-04-22,College of Natural Sciences,Active,21
